,Gender,Age,Category,Quantity,Price,Payment_method,Datetime,Shopping_mall
2760,Female,55,Books,1,15.15,Cash,24/11/2022,Cevahir AVM
2761,Female,35,Food & Beverage,4,20.92,Cash,13/07/2022,Mall of Istanbul
2762,Female,22,Cosmetics,5,203.3,Credit Card,9/3/22,Mall of Istanbul
2763,Female,58,Clothing,5,1500.4,Cash,14/07/2022,Metropol AVM
2764,Female,69,Clothing,2,600.16,Cash,1/1/23,Mall of Istanbul
2765,Female,55,Shoes,2,1200.34,Debit Card,30/09/2022,Istinye Park
2766,Male,63,Clothing,1,300.08,Debit Card,7/4/22,Emaar Square Mall
2767,Female,68,Clothing,2,600.16,Debit Card,2/12/22,Istinye Park
2768,Male,43,Toys,2,71.68,Credit Card,23/07/2021,Mall of Istanbul
2769,Female,59,Clothing,5,1500.4,Credit Card,9/1/23,Metropol AVM
2770,Female,49,Clothing,5,1500.4,Cash,12/7/21,Mall of Istanbul
2771,Male,27,Cosmetics,5,203.3,Debit Card,11/7/21,Mall of Istanbul
2772,Female,21,Clothing,1,300.08,Credit Card,18/07/2021,Forum Istanbul
2773,Female,54,Books,1,15.15,Debit Card,4/10/21,Kanyon
2774,Male,52,Shoes,2,1200.34,Debit Card,29/12/2021,Mall of Istanbul
2775,Female,26,Shoes,4,2400.68,Credit Card,15/05/2022,Metrocity
2776,Female,30,Food & Beverage,4,20.92,Credit Card,24/02/2021,Mall of Istanbul
2777,Female,55,Cosmetics,4,162.64,Cash,5/4/21,Mall of Istanbul
2778,Female,53,Cosmetics,2,81.32,Cash,5/3/21,Forum Istanbul
2779,Female,18,Books,1,15.15,Cash,30/08/2021,Emaar Square Mall
2780,Female,23,Clothing,3,900.24,Cash,31/05/2021,Mall of Istanbul
2781,Female,55,Technology,1,1050.0,Credit Card,7/5/22,Mall of Istanbul
2782,Male,30,Cosmetics,5,203.3,Credit Card,5/6/21,Metrocity
2783,Male,61,Clothing,5,1500.4,Credit Card,3/1/21,Cevahir AVM
2784,Female,27,Clothing,3,900.24,Credit Card,8/9/22,Istinye Park
2785,Male,21,Toys,5,179.2,Cash,26/09/2022,Istinye Park
2786,Male,51,Cosmetics,5,203.3,Cash,7/10/22,Zorlu Center
2787,Male,26,Souvenir,2,23.46,Cash,14/02/2023,Metrocity
2788,Male,41,Toys,2,71.68,Credit Card,14/02/2021,Metrocity
2789,Female,19,Clothing,5,1500.4,Cash,28/12/2021,Kanyon
2790,Female,66,Toys,1,35.84,Debit Card,6/6/21,Metropol AVM
2791,Female,55,Toys,1,35.84,Debit Card,13/12/2022,Mall of Istanbul
2792,Female,44,Clothing,4,1200.32,Debit Card,5/7/22,Metrocity
2793,Female,52,Toys,4,143.36,Debit Card,13/12/2022,Emaar Square Mall
2794,Female,32,Technology,4,4200.0,Cash,25/05/2022,Mall of Istanbul
2795,Male,23,Clothing,1,300.08,Cash,20/01/2022,Mall of Istanbul
2796,Female,62,Clothing,2,600.16,Debit Card,2/6/21,Emaar Square Mall
2797,Female,60,Clothing,2,600.16,Cash,23/03/2022,Mall of Istanbul
2798,Female,30,Cosmetics,4,162.64,Cash,10/6/21,Zorlu Center
2799,Female,25,Clothing,5,1500.4,Credit Card,22/06/2021,Forum Istanbul
2800,Male,43,Clothing,1,300.08,Debit Card,28/01/2022,Istinye Park
2801,Female,47,Clothing,1,300.08,Cash,24/05/2021,Mall of Istanbul
2802,Male,42,Clothing,3,900.24,Cash,22/07/2021,Metropol AVM
2803,Female,54,Clothing,4,1200.32,Credit Card,2/9/21,Metrocity
2804,Female,22,Clothing,4,1200.32,Credit Card,28/06/2021,Emaar Square Mall
2805,Male,58,Shoes,5,3000.85,Debit Card,11/10/21,Kanyon
2806,Male,69,Clothing,1,300.08,Credit Card,18/02/2021,Metropol AVM
2807,Male,69,Clothing,4,1200.32,Credit Card,11/5/22,Metrocity
2808,Male,33,Clothing,5,1500.4,Cash,7/1/23,Mall of Istanbul
2809,Female,60,Cosmetics,5,203.3,Debit Card,7/1/22,Emaar Square Mall
2810,Male,18,Clothing,3,900.24,Cash,30/07/2021,Kanyon
2811,Male,46,Clothing,4,1200.32,Cash,6/4/22,Kanyon
2812,Female,44,Toys,1,35.84,Cash,18/06/2021,Kanyon
2813,Male,60,Toys,1,35.84,Credit Card,23/07/2022,Kanyon
2814,Male,40,Cosmetics,2,81.32,Cash,4/2/21,Emaar Square Mall
2815,Female,40,Souvenir,5,58.65,Cash,7/5/22,Kanyon
2816,Female,61,Clothing,5,1500.4,Debit Card,24/04/2022,Kanyon
2817,Female,52,Clothing,3,900.24,Cash,2/11/21,Kanyon
2818,Female,22,Books,3,45.45,Cash,22/11/2021,Kanyon
2819,Female,29,Food & Beverage,5,26.15,Debit Card,20/01/2023,Mall of Istanbul
2820,Female,54,Souvenir,1,11.73,Cash,11/3/22,Metropol AVM
2821,Male,21,Shoes,4,2400.68,Cash,13/04/2022,Cevahir AVM
2822,Female,43,Cosmetics,3,121.98,Cash,12/10/22,Forum Istanbul
2823,Female,55,Toys,2,71.68,Cash,4/2/21,Kanyon
2824,Male,35,Cosmetics,4,162.64,Cash,27/08/2022,Metrocity
2825,Female,30,Technology,4,4200.0,Cash,6/7/21,Forum Istanbul
2826,Female,21,Cosmetics,3,121.98,Cash,29/04/2021,Mall of Istanbul
2827,Female,62,Clothing,3,900.24,Debit Card,6/12/21,Metrocity
2828,Female,27,Shoes,1,600.17,Cash,26/05/2022,Metrocity
2829,Male,23,Cosmetics,3,121.98,Credit Card,20/09/2021,Mall of Istanbul
2830,Male,32,Clothing,1,300.08,Cash,16/08/2022,Emaar Square Mall
2831,Female,52,Shoes,5,3000.85,Credit Card,14/02/2021,Metrocity
2832,Female,61,Food & Beverage,4,20.92,Credit Card,15/12/2022,Mall of Istanbul
2833,Male,39,Cosmetics,1,40.66,Debit Card,2/3/21,Istinye Park
2834,Male,24,Clothing,2,600.16,Cash,20/08/2021,Metrocity
2835,Female,28,Food & Beverage,2,10.46,Cash,25/01/2021,Cevahir AVM
2836,Female,25,Clothing,5,1500.4,Debit Card,23/02/2023,Metrocity
2837,Female,23,Clothing,2,600.16,Cash,22/03/2022,Mall of Istanbul
2838,Male,51,Souvenir,1,11.73,Cash,23/03/2021,Istinye Park
2839,Male,42,Clothing,4,1200.32,Cash,14/07/2022,Mall of Istanbul
2840,Female,24,Clothing,1,300.08,Cash,29/06/2021,Forum Istanbul
2841,Male,37,Toys,4,143.36,Cash,11/4/22,Istinye Park
2842,Female,61,Shoes,3,1800.51,Cash,7/5/21,Kanyon
2843,Male,46,Shoes,4,2400.68,Debit Card,1/2/21,Kanyon
2844,Male,26,Shoes,4,2400.68,Debit Card,6/9/21,Metropol AVM
2845,Female,19,Cosmetics,4,162.64,Credit Card,26/03/2021,Mall of Istanbul
2846,Male,69,Cosmetics,4,162.64,Cash,20/02/2022,Emaar Square Mall
2847,Male,48,Shoes,4,2400.68,Credit Card,17/06/2021,Forum Istanbul
2848,Male,63,Food & Beverage,5,26.15,Cash,19/09/2021,Cevahir AVM
2849,Male,57,Clothing,2,600.16,Cash,26/02/2022,Metrocity
2850,Male,25,Cosmetics,3,121.98,Credit Card,19/06/2021,Mall of Istanbul
2851,Female,18,Food & Beverage,4,20.92,Cash,17/04/2021,Zorlu Center
2852,Female,25,Shoes,1,600.17,Credit Card,9/5/21,Mall of Istanbul
2853,Male,39,Clothing,1,300.08,Debit Card,7/1/23,Metrocity
2854,Female,18,Clothing,2,600.16,Debit Card,26/10/2022,Forum Istanbul
2855,Male,52,Cosmetics,5,203.3,Cash,9/4/22,Viaport Outlet
2856,Female,41,Clothing,5,1500.4,Cash,5/7/21,Emaar Square Mall
2857,Male,38,Food & Beverage,1,5.23,Credit Card,12/1/21,Forum Istanbul
2858,Female,51,Toys,3,107.52,Cash,1/6/21,Metropol AVM
2859,Male,26,Clothing,2,600.16,Debit Card,29/01/2022,Kanyon
2860,Male,57,Books,5,75.75,Credit Card,30/06/2022,Istinye Park
2861,Female,59,Technology,3,3150.0,Cash,14/07/2021,Kanyon
2862,Female,50,Clothing,3,900.24,Cash,18/03/2021,Mall of Istanbul
2863,Male,35,Food & Beverage,2,10.46,Cash,9/12/22,Metrocity
2864,Female,41,Shoes,4,2400.68,Credit Card,14/01/2022,Istinye Park
2865,Female,20,Shoes,3,1800.51,Cash,15/03/2022,Metrocity
2866,Female,56,Clothing,2,600.16,Credit Card,28/07/2022,Metropol AVM
2867,Male,39,Clothing,4,1200.32,Cash,13/07/2021,Kanyon
2868,Female,65,Food & Beverage,3,15.69,Cash,27/11/2021,Metropol AVM
2869,Female,35,Clothing,3,900.24,Credit Card,26/12/2022,Kanyon
2870,Female,31,Cosmetics,1,40.66,Credit Card,21/01/2021,Kanyon
2871,Female,62,Food & Beverage,4,20.92,Cash,13/10/2021,Kanyon
2872,Male,24,Shoes,3,1800.51,Cash,24/02/2023,Mall of Istanbul
2873,Male,49,Clothing,2,600.16,Credit Card,29/03/2022,Istinye Park
2874,Female,44,Shoes,1,600.17,Credit Card,23/07/2021,Metrocity
2875,Male,38,Food & Beverage,2,10.46,Credit Card,19/02/2023,Zorlu Center
2876,Female,68,Books,3,45.45,Credit Card,24/06/2022,Kanyon
2877,Female,66,Food & Beverage,2,10.46,Cash,20/03/2021,Emaar Square Mall
2878,Male,39,Technology,2,2100.0,Debit Card,15/10/2021,Kanyon
2879,Male,29,Toys,4,143.36,Cash,5/12/21,Metrocity
2880,Male,56,Toys,4,143.36,Debit Card,16/09/2022,Emaar Square Mall
2881,Male,55,Food & Beverage,3,15.69,Credit Card,28/01/2023,Kanyon
2882,Female,25,Clothing,5,1500.4,Debit Card,30/11/2022,Mall of Istanbul
2883,Female,65,Technology,5,5250.0,Credit Card,22/02/2021,Kanyon
2884,Female,45,Clothing,3,900.24,Debit Card,12/3/21,Kanyon
2885,Female,30,Clothing,5,1500.4,Credit Card,5/2/22,Mall of Istanbul
2886,Male,35,Shoes,3,1800.51,Cash,23/06/2021,Emaar Square Mall
2887,Female,19,Shoes,1,600.17,Cash,17/02/2021,Metrocity
2888,Male,26,Shoes,2,1200.34,Cash,2/11/22,Cevahir AVM
2889,Male,37,Shoes,2,1200.34,Credit Card,28/02/2021,Mall of Istanbul
2890,Female,38,Cosmetics,1,40.66,Credit Card,22/03/2022,Kanyon
2891,Female,44,Cosmetics,5,203.3,Cash,31/12/2022,Mall of Istanbul
2892,Male,64,Cosmetics,5,203.3,Cash,14/03/2022,Kanyon
2893,Female,32,Clothing,2,600.16,Cash,7/4/22,Viaport Outlet
2894,Female,38,Cosmetics,5,203.3,Debit Card,22/04/2021,Mall of Istanbul
2895,Female,18,Clothing,1,300.08,Debit Card,24/01/2022,Kanyon
2896,Female,53,Clothing,4,1200.32,Credit Card,9/11/22,Istinye Park
2897,Male,57,Shoes,2,1200.34,Cash,14/02/2021,Metrocity
2898,Male,47,Technology,1,1050.0,Cash,13/05/2021,Emaar Square Mall
2899,Male,69,Cosmetics,5,203.3,Credit Card,3/6/22,Metrocity
2900,Male,34,Books,1,15.15,Cash,29/06/2021,Kanyon
2901,Male,50,Food & Beverage,2,10.46,Cash,24/07/2021,Viaport Outlet
2902,Female,62,Shoes,5,3000.85,Cash,17/07/2021,Kanyon
2903,Female,42,Toys,2,71.68,Credit Card,2/5/21,Mall of Istanbul
2904,Male,51,Shoes,5,3000.85,Credit Card,23/06/2022,Istinye Park
2905,Female,69,Clothing,2,600.16,Debit Card,16/06/2021,Viaport Outlet
2906,Female,22,Clothing,4,1200.32,Credit Card,11/6/22,Mall of Istanbul
2907,Female,46,Cosmetics,2,81.32,Debit Card,19/03/2021,Metrocity
2908,Female,23,Clothing,5,1500.4,Cash,2/4/22,Istinye Park
2909,Female,54,Cosmetics,2,81.32,Debit Card,21/02/2021,Mall of Istanbul
2910,Female,58,Clothing,3,900.24,Cash,12/2/22,Kanyon
2911,Male,46,Shoes,3,1800.51,Credit Card,28/01/2022,Kanyon
2912,Female,65,Clothing,1,300.08,Credit Card,21/01/2021,Kanyon
2913,Female,37,Cosmetics,2,81.32,Credit Card,24/04/2021,Kanyon
2914,Female,44,Clothing,2,600.16,Credit Card,8/1/23,Kanyon
2915,Female,69,Cosmetics,4,162.64,Credit Card,25/07/2021,Viaport Outlet
2916,Male,67,Cosmetics,1,40.66,Cash,15/02/2022,Metrocity
2917,Female,46,Books,4,60.6,Cash,16/01/2021,Zorlu Center
2918,Female,48,Souvenir,3,35.19,Credit Card,14/07/2021,Mall of Istanbul
2919,Female,40,Toys,4,143.36,Credit Card,7/9/21,Istinye Park
2920,Female,25,Clothing,5,1500.4,Credit Card,12/9/22,Mall of Istanbul
2921,Male,43,Clothing,4,1200.32,Credit Card,21/02/2021,Kanyon
2922,Female,20,Cosmetics,1,40.66,Cash,24/11/2021,Mall of Istanbul
2923,Female,44,Toys,4,143.36,Cash,11/5/22,Kanyon
2924,Female,49,Cosmetics,4,162.64,Credit Card,28/08/2021,Mall of Istanbul
2925,Female,26,Clothing,2,600.16,Cash,3/5/22,Metrocity
2926,Female,62,Clothing,5,1500.4,Debit Card,9/11/22,Viaport Outlet
2927,Female,39,Cosmetics,1,40.66,Debit Card,6/2/23,Metropol AVM
2928,Female,56,Cosmetics,2,81.32,Debit Card,26/02/2022,Mall of Istanbul
2929,Female,56,Cosmetics,2,81.32,Credit Card,18/02/2022,Mall of Istanbul
2930,Female,36,Souvenir,1,11.73,Cash,30/11/2021,Istinye Park
2931,Male,23,Food & Beverage,2,10.46,Credit Card,28/06/2021,Viaport Outlet
2932,Male,46,Cosmetics,1,40.66,Cash,13/11/2022,Mall of Istanbul
2933,Female,20,Toys,5,179.2,Credit Card,26/01/2022,Kanyon
2934,Male,33,Clothing,1,300.08,Credit Card,14/09/2021,Istinye Park
2935,Male,32,Food & Beverage,3,15.69,Credit Card,2/1/21,Mall of Istanbul
2936,Female,44,Clothing,2,600.16,Cash,17/03/2022,Mall of Istanbul
2937,Female,21,Toys,2,71.68,Cash,20/01/2022,Mall of Istanbul
2938,Female,21,Toys,4,143.36,Credit Card,19/11/2022,Mall of Istanbul
2939,Male,42,Cosmetics,1,40.66,Credit Card,11/2/21,Istinye Park
2940,Male,52,Clothing,5,1500.4,Cash,31/10/2021,Metrocity
2941,Male,35,Clothing,2,600.16,Cash,7/11/21,Metropol AVM
2942,Male,51,Toys,4,143.36,Credit Card,23/01/2022,Metropol AVM
2943,Male,69,Souvenir,3,35.19,Cash,16/07/2022,Forum Istanbul
2944,Female,67,Clothing,1,300.08,Credit Card,22/04/2022,Mall of Istanbul
2945,Female,63,Cosmetics,3,121.98,Credit Card,29/07/2022,Kanyon
2946,Female,18,Food & Beverage,2,10.46,Cash,12/5/21,Mall of Istanbul
2947,Male,62,Clothing,3,900.24,Cash,18/03/2022,Metrocity
2948,Male,45,Technology,2,2100.0,Cash,22/10/2022,Emaar Square Mall
2949,Female,39,Shoes,3,1800.51,Credit Card,7/6/21,Metropol AVM
2950,Female,61,Shoes,2,1200.34,Debit Card,11/6/21,Istinye Park
2951,Female,56,Food & Beverage,1,5.23,Cash,16/04/2021,Mall of Istanbul
2952,Male,29,Technology,4,4200.0,Cash,29/09/2021,Emaar Square Mall
2953,Male,50,Shoes,4,2400.68,Credit Card,7/1/23,Cevahir AVM
2954,Male,38,Books,2,30.3,Credit Card,9/9/22,Mall of Istanbul
2955,Male,56,Clothing,4,1200.32,Cash,4/8/21,Kanyon
2956,Female,49,Food & Beverage,1,5.23,Cash,9/2/23,Kanyon
2957,Female,66,Toys,3,107.52,Debit Card,4/7/22,Mall of Istanbul
2958,Female,69,Clothing,4,1200.32,Debit Card,23/10/2021,Metrocity
2959,Female,58,Clothing,1,300.08,Cash,20/10/2021,Kanyon
2960,Male,33,Toys,2,71.68,Credit Card,12/10/22,Forum Istanbul
2961,Female,46,Cosmetics,3,121.98,Debit Card,26/03/2022,Cevahir AVM
2962,Female,31,Clothin,4,1200.32,Credit Card,25/04/2021,Mall of Istanbul
2963,Female,49,Toys,1,35.84,Cash,23/01/2022,Viaport Outlet
2964,Female,35,Books,5,75.75,Debit Card,26/03/2022,Metrocity
2965,Female,29,Toys,4,143.36,Cash,6/9/22,Istinye Park
2966,Female,36,Clothing,4,1200.32,Cash,2/2/21,Kanyon
2967,Female,39,Clothing,3,900.24,Cash,5/8/22,Mall of Istanbul
2968,Female,42,Clothing,2,600.16,Credit Card,10/12/22,Mall of Istanbul
2969,Male,24,Clothing,3,900.24,Cash,13/12/2021,Metropol AVM
2970,Female,68,Food & Beverage,4,20.92,Cash,12/10/22,Mall of Istanbul
2971,Female,62,Cosmetics,3,121.98,Credit Card,26/01/2021,Forum Istanbul
2972,Male,20,Food & Beverage,3,15.69,Cash,3/5/21,Kanyon
2973,Male,41,Clothing,1,300.08,Credit Card,8/5/22,Mall of Istanbul
2974,Female,36,Clothing,3,900.24,Credit Card,8/5/21,Istinye Park
2975,Male,19,Clothing,1,300.08,Cash,8/7/21,Mall of Istanbul
2976,Female,22,Food & Beverage,5,26.15,Credit Card,2/4/21,Mall of Istanbul
2977,Female,43,Food & Beverage,1,5.23,Debit Card,19/05/2021,Emaar Square Mall
2978,Female,28,Clothing,5,1500.4,Cash,25/04/2022,Metropol AVM
2979,Female,18,Shoes,1,600.17,Credit Card,30/04/2021,Istinye Park
2980,Male,25,Shoes,1,600.17,Credit Card,7/1/21,Mall of Istanbul
2981,Female,50,Toys,3,107.52,Cash,17/10/2021,Kanyon
2982,Male,27,Food & Beverage,2,10.46,Credit Card,30/08/2021,Istinye Park
2983,Male,46,Toys,4,143.36,Cash,19/09/2021,Metrocity
2984,Male,66,Food & Beverage,5,26.15,Credit Card,14/12/2021,Metrocity
2985,Female,49,Shoes,2,1200.34,Cash,28/05/2022,Mall of Istanbul
2986,Female,34,Souvenir,3,35.19,Credit Card,21/04/2021,Metrocity
2987,Female,33,Shoes,3,1800.51,Debit Card,18/12/2022,Cevahir AVM
2988,Male,19,Cosmetics,2,81.32,Credit Card,20/11/2022,Mall of Istanbul
2989,Female,46,Clothing,5,1500.4,Debit Card,13/01/2023,Mall of Istanbul
2990,Male,43,Cosmetics,1,40.66,Credit Card,9/3/22,Kanyon
2991,Female,23,Clothing,4,1200.32,Cash,6/10/21,Mall of Istanbul
2992,Male,64,Toys,2,71.68,Debit Card,12/11/21,Mall of Istanbul
2993,Male,47,Books,5,75.75,Credit Card,5/9/22,Metropol AVM
2994,Female,20,Clothing,4,1200.32,Debit Card,31/05/2021,Metropol AVM
2995,Male,43,Technology,4,4200.0,Cash,28/08/2022,Metrocity
2996,Female,32,Food & Beverage,1,5.23,Cash,5/2/23,Metropol AVM
2997,Female,35,Clothing,4,1200.32,Debit Card,21/05/2021,Istinye Park
2998,Female,58,Clothing,5,1500.4,Cash,22/02/2022,Cevahir AVM
2999,Female,55,Clothing,3,900.24,Cash,27/04/2021,Kanyon
3000,Female,60,Shoes,3,1800.51,Credit Card,15/02/2022,Istinye Park
3001,Male,46,Toys,4,143.36,Credit Card,8/1/21,Cevahir AVM
3002,Female,40,Shoes,5,3000.85,Cash,24/07/2022,Mall of Istanbul
3003,Female,45,Cosmetics,3,121.98,Credit Card,6/2/21,Mall of Istanbul
3004,Female,58,Food & Beverage,5,26.15,Cash,28/07/2022,Kanyon
3005,Male,67,Clothing,4,1200.32,Debit Card,4/2/23,Zorlu Center
3006,Female,27,Clothing,5,1500.4,Cash,25/08/2021,Kanyon
3007,Female,33,Cosmetics,1,40.66,Cash,16/04/2021,Metrocity
3008,Female,47,Food & Beverage,3,15.69,Debit Card,3/1/21,Metrocity
3009,Male,34,Souvenir,1,11.73,Debit Card,17/03/2022,Kanyon
3010,Female,43,Food & Beverage,1,5.23,Credit Card,4/11/22,Zorlu Center
3011,Female,63,Cosmetics,4,162.64,Debit Card,17/01/2022,Metrocity
3012,Male,47,Toys,3,107.52,Cash,13/08/2021,Forum Istanbul
3013,Male,46,Technology,4,4200.0,Credit Card,26/09/2021,Viaport Outlet
3014,Male,34,Clothing,2,600.16,Credit Card,29/03/2021,Istinye Park
3015,Female,54,Clothing,2,600.16,Debit Card,5/7/21,Metropol AVM
3016,Female,56,Cosmetics,5,203.3,Credit Card,12/10/22,Kanyon
3017,Female,60,Clothing,1,300.08,Debit Card,30/11/2021,Istinye Park
3018,Female,27,Cosmetics,3,121.98,Credit Card,23/04/2021,Metrocity
3019,Female,35,Clothing,5,1500.4,Cash,4/11/22,Metrocity
3020,Male,47,Clothing,4,1200.32,Credit Card,21/04/2022,Metropol AVM
3021,Female,42,Toys,3,107.52,Credit Card,19/07/2022,Kanyon
3022,Female,37,Clothing,3,900.24,Cash,27/11/2021,Metrocity
3023,Male,69,Clothing,1,300.08,Debit Card,25/03/2021,Kanyon
3024,Male,29,Souvenir,2,23.46,Credit Card,21/11/2022,Istinye Park
3025,Male,41,Shoes,4,2400.68,Cash,13/01/2022,Metrocity
3026,Male,47,Technology,3,3150.0,Credit Card,22/01/2023,Metrocity
3027,Female,37,Souvenir,5,58.65,Cash,10/10/21,Cevahir AVM
3028,Female,52,Cosmetics,5,203.3,Credit Card,31/10/2021,Metrocity
3029,Female,59,Souvenir,1,11.73,Cash,15/02/2023,Istinye Park
3030,Female,58,Clothing,4,1200.32,Credit Card,28/09/2021,Viaport Outlet
3031,Male,62,Clothing,4,1200.32,Credit Card,8/1/23,Metrocity
3032,Female,28,Clothing,3,900.24,Credit Card,14/10/2021,Metropol AVM
3033,Male,49,Technology,1,1050.0,Cash,11/12/21,Kanyon
3034,Male,18,Clothing,5,1500.4,Credit Card,19/08/2021,Mall of Istanbul
3035,Female,44,Shoes,1,600.17,Cash,2/1/22,Istinye Park
3036,Female,45,Clothing,3,900.24,Credit Card,15/05/2022,Mall of Istanbul
3037,Male,26,Souvenir,4,46.92,Debit Card,6/11/21,Istinye Park
3038,Female,65,Clothing,4,1200.32,Cash,11/5/22,Zorlu Center
3039,Female,33,Cosmetics,1,40.66,Debit Card,1/12/21,Forum Istanbul
3040,Female,60,Food & Beverage,5,26.15,Debit Card,11/7/22,Cevahir AVM
3041,Female,23,Food & Beverage,4,20.92,Cash,16/12/2021,Kanyon
3042,Female,57,Technology,4,4200.0,Credit Card,22/01/2023,Metrocity
3043,Male,66,Shoes,2,1200.34,Cash,20/06/2022,Mall of Istanbul
3044,Female,30,Clothing,5,1500.4,Credit Card,17/03/2021,Metrocity
3045,Female,58,Shoes,1,600.17,Debit Card,7/9/22,Metropol AVM
3046,Female,32,Clothing,5,1500.4,Credit Card,22/06/2021,Zorlu Center
3047,Female,57,Toys,1,35.84,Debit Card,10/8/22,Mall of Istanbul
3048,Female,25,Clothing,1,300.08,Cash,5/1/22,Metropol AVM
3049,Female,28,Toys,4,143.36,Debit Card,2/1/23,Cevahir AVM
3050,Female,18,Clothing,5,1500.4,Credit Card,2/7/22,Cevahir AVM
3051,Female,22,Toys,1,35.84,Cash,7/4/22,Kanyon
3052,Female,51,Food & Beverage,2,10.46,Cash,9/12/21,Kanyon
3053,Female,69,Books,4,60.6,Cash,10/7/22,Cevahir AVM
3054,Male,48,Clothing,2,600.16,Debit Card,27/01/2022,Mall of Istanbul
3055,Female,53,Clothing,5,1500.4,Cash,30/04/2022,Mall of Istanbul
3056,Male,46,Books,2,30.3,Cash,2/3/23,Metrocity
3057,Male,52,Technology,1,1050.0,Cash,1/11/22,Istinye Park
3058,Female,66,Cosmetics,4,162.64,Cash,7/1/21,Mall of Istanbul
3059,Female,68,Cosmetics,3,121.98,Cash,22/06/2021,Kanyon
3060,Female,46,Shoes,5,3000.85,Credit Card,26/04/2022,Metrocity
3061,Female,58,Cosmetics,3,121.98,Debit Card,13/11/2021,Metrocity
3062,Female,32,Food & Beverage,3,15.69,Credit Card,24/11/2022,Metropol AVM
3063,Female,53,Cosmetics,4,162.64,Cash,20/08/2022,Istinye Park
3064,Female,47,Clothing,1,300.08,Credit Card,18/01/2021,Kanyon
3065,Male,26,Clothing,3,900.24,Credit Card,20/01/2021,Metropol AVM
3066,Female,29,Food & Beverage,1,5.23,Cash,12/4/22,Metrocity
3067,Male,59,Clothing,3,900.24,Debit Card,25/08/2021,Metrocity
3068,Male,37,Food & Beverage,1,5.23,Cash,15/10/2022,Kanyon
3069,Male,60,Clothing,2,600.16,Cash,15/05/2022,Viaport Outlet
3070,Female,29,Toys,2,71.68,Cash,1/8/21,Metrocity
3071,Female,61,Clothing,4,1200.32,Debit Card,26/09/2022,Kanyon
3072,Female,24,Cosmetics,5,203.3,Debit Card,20/09/2022,Metropol AVM
3073,Male,47,Souvenir,2,23.46,Debit Card,25/11/2022,Istinye Park
3074,Female,63,Souvenir,1,11.73,Debit Card,23/01/2023,Metrocity
3075,Female,67,Clothing,3,900.24,Debit Card,18/12/2021,Kanyon
3076,Female,68,Clothing,5,1500.4,Credit Card,30/05/2021,Mall of Istanbul
3077,Female,39,Clothing,3,900.24,Cash,12/9/22,Kanyon
3078,Female,49,Shoes,1,600.17,Cash,17/02/2023,Kanyon
3079,Male,44,Food & Beverage,2,10.46,Credit Card,2/6/22,Metrocity
3080,Male,42,Clothing,2,600.16,Debit Card,4/6/22,Istinye Park
3081,Female,58,Clothing,5,1500.4,Debit Card,11/1/22,Mall of Istanbul
3082,Female,43,Souvenir,1,11.73,Cash,6/1/23,Metrocity
3083,Female,56,Technology,3,3150.0,Cash,3/12/22,Istinye Park
3084,Male,26,Clothing,4,1200.32,Credit Card,4/3/22,Kanyon
3085,Female,49,Clothing,1,300.08,Cash,15/01/2021,Kanyon
3086,Male,68,Books,1,15.15,Cash,5/10/21,Emaar Square Mall
3087,Male,69,Cosmetics,1,40.66,Cash,8/3/22,Emaar Square Mall
3088,Male,52,Food & Beverage,5,26.15,Credit Card,14/04/2021,Zorlu Center
3089,Male,68,Toys,4,143.36,Cash,12/1/23,Metrocity
3090,Male,64,Cosmetics,5,203.3,Credit Card,6/12/22,Mall of Istanbul
3091,Male,41,Clothing,5,1500.4,Credit Card,27/05/2022,Kanyon
3092,Female,64,Technology,3,3150.0,Credit Card,30/12/2022,Mall of Istanbul
3093,Female,62,Toys,3,107.52,Debit Card,26/05/2022,Mall of Istanbul
3094,Male,29,Toys,4,143.36,Credit Card,19/07/2021,Metropol AVM
3095,Male,65,Clothing,2,600.16,Cash,26/05/2021,Kanyon
3096,Female,25,Clothing,1,300.08,Cash,8/2/23,Kanyon
3097,Male,37,Books,2,30.3,Cash,24/02/2021,Kanyon
3098,Male,35,Cosmetics,1,40.66,Cash,13/05/2022,Kanyon
3099,Female,49,Clothing,5,1500.4,Cash,8/12/22,Metrocity
3100,Female,54,Food & Beverage,4,20.92,Credit Card,24/02/2021,Metropol AVM
3101,Female,31,Shoes,2,1200.34,Cash,22/10/2021,Kanyon
3102,Female,42,Souvenir,2,23.46,Cash,21/06/2021,Istinye Park
3103,Female,27,Food & Beverage,4,20.92,Credit Card,26/05/2021,Mall of Istanbul
3104,Female,30,Cosmetics,5,203.3,Cash,23/02/2022,Istinye Park
3105,Female,68,Shoes,4,2400.68,Cash,19/12/2021,Mall of Istanbul
3106,Female,69,Food & Beverage,5,26.15,Debit Card,19/12/2022,Kanyon
3107,Female,66,Food & Beverage,2,10.46,Cash,1/9/21,Metrocity
3108,Female,39,Cosmetics,5,203.3,Credit Card,8/12/21,Kanyon
3109,Male,56,Clothing,5,1500.4,Credit Card,23/02/2023,Metropol AVM
3110,Male,54,Souvenir,4,46.92,Credit Card,7/2/22,Kanyon
3111,Female,46,Books,2,30.3,Cash,28/07/2022,Mall of Istanbul
3112,Female,69,Clothing,3,900.24,Debit Card,3/10/21,Metrocity
3113,Male,69,Clothing,2,600.16,Debit Card,22/07/2021,Viaport Outlet
3114,Female,48,Technology,4,4200.0,Credit Card,12/1/23,Kanyon
