invoice_no,customer_id,gender, age ,category,quantity,Price,payment_method,invoice_date,shopping_mall
I298560,C286247,Male,52,Food & Beverage,5,26.15,Debit Card,9/1/21,Cevahir AVM
I307890,C532955,Female,39,Toys,3,107.52,Cash,3/6/22,Emaar Square Mall
I148013,C381567,Female,47,Technology,1,1050.0,Credit Card,21/01/2022,Metropol AVM
I120165,C232617,Female,39,Technology,4,4200.0,Credit Card,26/04/2022,Kanyon
I452106,C175069,Female,54,Food & Beverage,2,10.46,Cash,3/1/23,Istinye Park
I183283,C123967,Male,49,Clothing,1,300.08,Credit Card,23/09/2021,Metropol AVM
I379778,C240780,Male,51,Toys,5,179.2,Credit Card,21/10/2022,Metrocity
I290699,C155168,Female,32,Food & Beverage,5,26.15,Cash,19/07/2021,Mall of Istanbul
I249881,C999662,Male,30,Cosmetics,2,81.32,Cash,20/06/2021,Kanyon
I128683,C249497,Female,59,Cosmetics,1,40.66,Debit Card,19/08/2021,Forum Istanbul
I216950,C188428,Female,31,Clothing,4,1200.32,Cash,9/7/21,Mall of Istanbul
I281462,C294551,Female,47,Clothing,4,1200.32,Cash,31/10/2021,Cevahir AVM
I259145,C217086,Female,51,Clothing,2,600.16,Cash,25/04/2022,Metrocity
I880090,C261743,Female,19,Cosmetics,2,81.32,Cash,13/10/2022,Kanyon
I246032,C833582,Female,39,Food & Beverage,2,10.46,Credit Card,6/6/21,Mall of Istanbul
I161288,C231508,Female,33,Food & Beverage,5,26.15,Credit Card,14/10/2021,Kanyon
I213375,C299864,Male,48,Souvenir,4,46.92,Debit Card,19/09/2022,Metropol AVM
I269241,C185915,Female,32,Food & Beverage,4,20.92,Cash,12/6/21,Cevahir AVM
I148164,C139153,Female,54,Shoes,4,2400.68,Credit Card,9/12/22,Kanyon
I203387,C232930,Male,29,Clothing,1,300.08,Debit Card,31/05/2021,Istinye Park
I180923,C116803,Female,26,Shoes,4,2400.68,Cash,8/8/22,Zorlu Center
I726769,C180965,Female,42,Clothing,3,900.24,Cash,13/02/2023,Mall of Istanbul
I138397,C252124,Female,62,Cosmetics,4,162.64,Credit Card,24/01/2023,Istinye Park
I138415,C348499,Male,49,Clothing,2,600.16,Cash,26/07/2022,Istinye Park
I885150,C280052,Male,53,Souvenir,3,35.19,Cash,24/12/2022,Zorlu Center
I109273,C268167,Female,61,Clothing,4,1200.32,Cash,1/7/22,Metropol AVM
I275392,C126776,Female,41,Books,1,15.15,Cash,3/1/21,Metrocity
I203017,C319737,Male,42,Clothing,5,1500.4,Debit Card,11/5/22,Kanyon
I332394,C185867,Male,25,Cosmetics,1,40.66,Cash,4/11/22,Metrocity
I276831,C417302,Male,54,Cosmetics,3,121.98,Cash,16/07/2022,Mall of Istanbul
I195516,C440398,Female,53,Food & Beverage,4,20.92,Debit Card,1/4/21,Kanyon
I565207,C245575,Female,23,Books,3,45.45,Cash,24/02/2022,Mall of Istanbul
I109577,C620094,Female,46,Clothing,4,1200.32,Debit Card,20/05/2022,Istinye Park
I441969,C198411,Female,66,Clothing,3,900.24,Credit Card,26/12/2021,Metrocity
I513848,C268915,Female,38,Clothing,2,600.16,Cash,19/09/2021,Viaport Outlet
I126193,C201677,Female,43,Clothing,4,1200.32,Cash,11/12/21,Emaar Square Mall
I125901,C303713,Female,43,Clothing,5,1500.4,Cash,25/03/2022,Metropol AVM
I159725,C179638,Male,28,Cosmetics,1,40.66,Cash,19/01/2023,Metropol AVM
I189274,C322386,Female,28,Toys,2,71.68,Cash,6/2/22,Forum Istanbul
I581076,C272083,Male,50,Food & Beverage,1,5.23,Debit Card,10/3/22,Mall of Istanbul
I199498,C338195,Female,46,Souvenir,3,35.19,Cash,27/09/2022,Emaar Square Mall
I104177,C861246,Male,33,Clothing,3,900.24,Cash,4/2/21,Kanyon
I337378,C309649,Female,46,Shoes,4,2400.68,Debit Card,20/12/2021,Istinye Park
I177511,C917809,Male,28,Food & Beverage,5,26.15,Credit Card,13/09/2022,Mall of Istanbul
I147553,C113828,Male,56,Clothing,5,1500.4,Credit Card,13/12/2022,Mall of Istanbul
I147322,C171236,Female,37,Shoes,4,2400.68,Credit Card,9/2/22,Istinye Park
I313316,C709551,Male,65,Clothing,2,600.16,Cash,24/07/2022,Kanyon
I456326,C523384,Female,52,Food & Beverage,5,26.15,Debit Card,4/9/21,Viaport Outlet
I588428,C667229,Female,66,Food & Beverage,3,15.69,Credit Card,10/11/22,Metropol AVM
I447683,C283013,Female,42,Toys,2,71.68,Debit Card,25/10/2021,Emaar Square Mall
I144735,C896905,Female,57,Food & Beverage,5,26.15,Cash,4/9/21,Zorlu Center
I203841,C301543,Male,60,Toys,5,179.2,Credit Card,10/12/22,Forum Istanbul
I185366,C673443,Male,53,Cosmetics,3,121.98,Cash,6/2/22,Viaport Outlet
I698887,C319867,Female,50,Cosmetics,5,203.3,Credit Card,18/05/2022,Forum Istanbul
I147230,C133720,Female,58,Clothing,3,900.24,Credit Card,8/3/23,Kanyon
I245453,C188024,Male,66,Clothing,4,1200.32,Cash,27/04/2022,Forum Istanbul
I899426,C319812,Female,23,Food & Beverage,3,15.69,Cash,16/12/2022,Mall of Istanbul
I252653,C192963,Male,41,Toys,2,71.68,Credit Card,11/12/21,Kanyon
I163171,C237874,Male,60,Clothing,4,1200.32,Cash,16/10/2022,Kanyon
I264633,C223715,Male,24,Toys,4,143.36,Cash,26/04/2022,Viaport Outlet
I156458,C107947,Female,36,Shoes,3,1800.51,Credit Card,9/9/22,Zorlu Center
I298132,C456973,Male,60,Clothing,3,900.24,Cash,17/02/2022,Kanyon
I100843,C170564,Female,54,Clothing,4,1200.32,Debit Card,17/01/2022,Metropol AVM
I287606,C985997,Male,66,Food & Beverage,4,20.92,Credit Card,27/01/2021,Emaar Square Mall
I384229,C312190,Male,51,Cosmetics,3,121.98,Credit Card,19/07/2021,Kanyon
I300842,C282603,Female,40,Clothing,3,900.24,Debit Card,28/05/2022,Forum Istanbul
I148176,C271655,Male,48,Cosmetics,4,162.64,Cash,19/01/2023,Metrocity
I981797,C323321,Female,58,Clothing,5,1500.4,Credit Card,30/03/2021,Mall of Istanbul
I316344,C117052,Female,43,Cosmetics,1,40.66,Credit Card,15/10/2022,Istinye Park
I148646,C509219,Female,20,Cosmetics,4,162.64,Cash,24/07/2021,Viaport Outlet
I280493,C551580,Female,65,Cosmetics,4,162.64,Cash,3/1/21,Metrocity
I274806,C258936,Male,27,Clothing,2,600.16,Credit Card,29/08/2021,Kanyon
I280789,C227815,Female,50,Clothing,5,1500.4,Cash,10/2/23,Metropol AVM
I184995,C102456,Male,47,Toys,1,35.84,Debit Card,11/10/21,Kanyon
I929854,C114606,Female,34,Shoes,1,600.17,Debit Card,4/1/23,Metropol AVM
I303771,C228984,Female,55,Food & Beverage,3,15.69,Cash,26/02/2023,Metrocity
I121843,C364300,Female,25,Clothing,5,1500.4,Cash,2/9/22,Mall of Istanbul
I241019,C116156,Female,20,Toys,4,143.36,Cash,17/07/2021,Metrocity
I147481,C245715,Female,30,Food & Beverage,5,26.15,Cash,16/12/2021,Istinye Park
I163688,C321304,Male,50,Clothing,5,1500.4,Debit Card,9/7/21,Cevahir AVM
I331243,C679084,Male,40,Books,5,75.75,Debit Card,14/08/2021,Kanyon
I326814,C665280,Female,30,Toys,3,107.52,Credit Card,5/2/21,Mall of Istanbul
I748374,C108398,Female,22,Clothing,3,900.24,Credit Card,29/12/2021,Kanyon
I833336,C919593,Female,64,Cosmetics,4,162.64,Debit Card,9/1/23,Mall of Istanbul
I162571,C202451,Female,54,Cosmetics,5,203.3,Credit Card,21/10/2021,Viaport Outlet
I134265,C139912,Female,46,Toys,5,179.2,Credit Card,24/10/2022,Metrocity
I913392,C176164,Male,69,Toys,1,35.84,Cash,20/03/2021,Metropol AVM
I317880,C191007,Male,21,Clothing,1,300.08,Cash,16/07/2022,Kanyon
I963590,C178471,Female,64,Shoes,3,1800.51,Credit Card,8/10/22,Viaport Outlet
I732224,C204687,Female,23,Cosmetics,4,162.64,Credit Card,12/1/23,Metropol AVM
I964167,C246646,Male,41,Cosmetics,5,203.3,Cash,13/05/2022,Mall of Istanbul
I641124,C172545,Female,28,Clothing,2,600.16,Cash,17/07/2021,Zorlu Center
I103194,C318228,Male,63,Books,5,75.75,Cash,29/01/2021,Mall of Istanbul
I258880,C173145,Female,35,Clothing,3,900.24,Cash,18/07/2021,Viaport Outlet
I191626,C978032,Female,36,Food & Beverage,2,10.46,Credit Card,7/4/21,Emaar Square Mall
I156947,C148791,Female,52,Toys,3,107.52,Credit Card,21/09/2021,Metropol AVM
I639297,C111411,Male,39,Toys,1,35.84,Credit Card,13/07/2022,Mall of Istanbul
I152894,C435636,Male,48,Books,4,60.6,Cash,20/11/2021,Mall of Istanbul
I141170,C305672,Female,55,Clothing,3,900.24,Credit Card,13/08/2022,Cevahir AVM
I918518,C197613,Female,27,Shoes,4,2400.68,Debit Card,16/08/2021,Metrocity
I227159,C222347,Female,21,Cosmetics,4,162.64,Debit Card,16/08/2022,Mall of Istanbul
I290138,C311342,Male,48,Cosmetics,4,162.64,Cash,14/07/2021,Forum Istanbul
I876253,C787839,Female,22,Clothing,2,600.16,Debit Card,26/01/2023,Cevahir AVM
I108173,C725532,Female,40,Clothing,3,900.24,Credit Card,1/4/21,Metrocity
I334001,C288154,Male,53,Souvenir,1,11.73,Cash,4/3/21,Cevahir AVM
I446104,C163195,Male,44,Clothing,5,1500.4,Credit Card,1/3/22,Zorlu Center
I294990,C157705,Male,18,Food & Beverage,1,5.23,Cash,29/07/2022,Metrocity
I251986,C225216,Female,35,Clothing,2,600.16,Cash,18/09/2022,Mall of Istanbul
I824516,C145459,Female,62,Food & Beverage,4,20.92,Credit Card,5/3/23,Istinye Park
I121623,C238869,Male,48,Clothing,1,300.08,Cash,5/1/22,Kanyon
I318533,C175721,Male,27,Food & Beverage,2,10.46,Debit Card,8/9/22,Metrocity
I291791,C333788,Female,21,Clothing,4,1200.32,Credit Card,26/03/2021,Kanyon
I987661,C110843,Female,39,Cosmetics,3,121.98,Cash,5/11/21,Mall of Istanbul
I329160,C295016,Female,56,Clothing,4,1200.32,Cash,26/11/2022,Metropol AVM
I183047,C319767,Male,55,Clothing,4,1200.32,Cash,19/02/2022,Viaport Outlet
I919242,C306664,Female,56,Clothing,5,1500.4,Cash,3/10/21,Mall of Istanbul
I701303,C732755,Male,56,Food & Beverage,1,5.23,Debit Card,9/12/21,Mall of Istanbul
I143995,C119934,Male,38,Toys,5,179.2,Debit Card,29/07/2021,Kanyon
I137436,C284229,Male,36,Cosmetics,1,40.66,Debit Card,6/5/22,Emaar Square Mall
I238290,C214448,Male,35,Clothing,4,1200.32,Credit Card,27/06/2021,Metrocity
I156192,C209978,Female,35,Cosmetics,5,203.3,Debit Card,9/4/21,Metrocity
I623799,C155150,Female,47,Toys,2,71.68,Cash,21/02/2021,Metrocity
I314649,C171598,Male,68,Books,1,15.15,Debit Card,27/01/2021,Kanyon
I232393,C204554,Female,42,Toys,2,71.68,Cash,18/03/2022,Metropol AVM
I202886,C333822,Female,56,Books,2,30.3,Credit Card,18/10/2022,Forum Istanbul
I642158,C257213,Female,46,Clothing,4,1200.32,Credit Card,5/7/21,Metrocity
I135692,C101595,Female,22,Clothing,3,900.24,Credit Card,25/04/2022,Mall of Istanbul
I175220,C550436,Male,69,Clothing,2,600.16,Cash,19/10/2022,Metropol AVM
I585607,C190188,Male,69,Toys,3,107.52,Cash,26/11/2021,Metrocity
I263187,C264717,Female,43,Cosmetics,4,162.64,Cash,20/05/2022,Mall of Istanbul
I119689,C231647,Female,65,Cosmetics,5,203.3,Debit Card,21/02/2021,Zorlu Center
I257610,C863025,Female,43,Cosmetics,4,162.64,Credit Card,30/11/2022,Istinye Park
I156328,C194046,Female,18,Toys,4,143.36,Credit Card,7/8/21,Metrocity
I259532,C262849,Female,24,Souvenir,1,11.73,Credit Card,23/03/2022,Zorlu Center
I970825,C120691,Female,59,Books,2,30.3,Credit Card,28/02/2021,Kanyon
I315578,C297824,Male,54,Clothing,5,1500.4,Debit Card,3/11/21,Metropol AVM
I107384,C265858,Male,63,Clothing,4,1200.32,Cash,29/08/2022,Kanyon
I240177,C183066,Female,67,Clothing,1,300.08,Cash,18/04/2022,Mall of Istanbul
I261087,C663271,Female,49,Food & Beverage,1,5.23,Debit Card,12/2/22,Kanyon
I287853,C337879,Male,46,Clothing,5,1500.4,Cash,19/02/2022,Kanyon
I225487,C111113,Female,54,Technology,4,4200.0,Debit Card,1/1/23,Metropol AVM
I990694,C391215,Female,59,Cosmetics,2,81.32,Credit Card,25/04/2021,Viaport Outlet
I344948,C123144,Female,21,Cosmetics,2,81.32,Credit Card,20/01/2021,Istinye Park
I133721,C361838,Female,47,Souvenir,2,23.46,Cash,29/07/2022,Forum Istanbul
I704027,C169078,Female,32,Clothing,1,300.08,Debit Card,6/1/21,Istinye Park
I113356,C258078,Female,20,Clothing,5,1500.4,Cash,19/03/2022,Forum Istanbul
I287229,C817576,Female,25,Clothing,4,1200.32,Credit Card,21/05/2021,Cevahir AVM
I157818,C884809,Female,53,Shoes,2,1200.34,Cash,1/7/21,Viaport Outlet
I114334,C199708,Female,40,Cosmetics,4,162.64,Cash,10/1/23,Metropol AVM
I547088,C127696,Female,52,Clothing,3,900.24,Cash,8/6/22,Kanyon
I168140,C238786,Male,46,Technology,2,2100.0,Cash,29/09/2022,Kanyon
I124031,C147776,Female,44,Clothing,3,900.24,Cash,8/11/21,Metrocity
I220536,C246960,Female,30,Clothing,2,600.16,Credit Card,19/03/2021,Kanyon
I887160,C642146,Female,39,Shoes,3,1800.51,Cash,16/05/2022,Cevahir AVM
I279367,C238911,Female,46,Food & Beverage,1,5.23,Debit Card,14/11/2022,Cevahir AVM
I506471,C182183,Male,36,Food & Beverage,3,15.69,Cash,14/03/2022,Kanyon
I112839,C552373,Female,60,Clothing,3,900.24,Credit Card,30/01/2022,Metropol AVM
I204323,C186657,Female,41,Books,3,45.45,Credit Card,18/06/2021,Mall of Istanbul
I185085,C288122,Female,66,Food & Beverage,1,5.23,Credit Card,9/1/23,Istinye Park
I173593,C255585,Female,52,Clothing,4,1200.32,Cash,1/2/23,Emaar Square Mall
I145874,C177764,Male,66,Clothing,3,900.24,Cash,31/10/2021,Viaport Outlet
I112110,C166542,Male,29,Shoe,5,3000.85,Debit Card,23/02/2022,Mall of Istanbul
I180088,C551616,Female,28,Clothing,1,300.08,Credit Card,7/4/21,Metrocity
I951607,C488766,Male,47,Cosmetics,1,40.66,Credit Card,21/02/2021,Istinye Park
I119696,C237263,Female,28,Toys,3,107.52,Cash,27/01/2023,Istinye Park
I284781,C135999,Female,20,Food & Beverage,3,15.69,Credit Card,17/09/2021,Kanyon
I118897,C801205,Female,33,Clothing,4,1200.32,Cash,12/8/21,Kanyon
I313364,C315213,Female,25,Technology,4,4200.0,Debit Card,3/1/22,Emaar Square Mall
I189927,C154631,Female,20,Clothing,2,600.16,Debit Card,15/10/2022,Kanyon
I312496,C333121,Female,53,Cosmetics,4,162.64,Credit Card,15/02/2023,Kanyon
I198402,C116313,Female,50,Clothing,4,1200.32,Credit Card,28/06/2022,Mall of Istanbul
I119829,C120594,Female,61,Clothing,1,300.08,Cash,15/01/2021,Metropol AVM
I144508,C120692,Male,22,Cosmetics,1,40.66,Cash,7/3/22,Istinye Park
I269584,C177312,Female,55,Books,1,15.15,Cash,24/11/2022,Cevahir AVM
I166183,C237269,Female,35,Food & Beverage,4,20.92,Cash,13/07/2022,Mall of Istanbul
I323710,C239375,Female,22,Cosmetics,5,203.3,Credit Card,9/3/22,Mall of Istanbul
I196656,C124840,Female,58,Clothing,5,1500.4,Cash,14/07/2022,Metropol AVM
I566811,C232637,Female,69,Clothing,2,600.16,Cash,1/1/23,Mall of Istanbul
I151326,C244222,Female,55,Shoes,2,1200.34,Debit Card,30/09/2022,Istinye Park
I268175,C189922,Male,63,Clothing,1,300.08,Debit Card,7/4/22,Emaar Square Mall
I681860,C252161,Female,68,Clothing,2,600.16,Debit Card,2/12/22,Istinye Park
I651761,C231698,Male,43,Toys,2,71.68,Credit Card,23/07/2021,Mall of Istanbul
I156873,C216776,Female,59,Clothing,5,1500.4,Credit Card,9/1/23,Metropol AVM
I905301,C489489,Female,49,Clothing,5,1500.4,Cash,12/7/21,Mall of Istanbul
I224862,C333880,Male,27,Cosmetics,5,203.3,Debit Card,11/7/21,Mall of Istanbul
I124187,C194658,Female,21,Clothing,1,300.08,Credit Card,18/07/2021,Forum Istanbul
I130949,C106328,Female,54,Books,1,15.15,Debit Card,4/10/21,Kanyon
I174893,C225194,Male,52,Shoes,2,1200.34,Debit Card,29/12/2021,Mall of Istanbul
I663930,C104429,Female,26,Shoes,4,2400.68,Credit Card,15/05/2022,Metrocity
I302378,C932991,Female,30,Food & Beverage,4,20.92,Credit Card,24/02/2021,Mall of Istanbul
I300573,C178779,Female,55,Cosmetics,4,162.64,Cash,5/4/21,Mall of Istanbul
I194791,C178899,Female,53,Cosmetics,2,81.32,Cash,5/3/21,Forum Istanbul
I162941,C750895,Female,18,Books,1,15.15,Cash,30/08/2021,Emaar Square Mall
I277475,C454284,Female,23,Clothing,3,900.24,Cash,31/05/2021,Mall of Istanbul
I204317,C273507,Female,55,Technology,1,1050.0,Credit Card,7/5/22,Mall of Istanbul
I925379,C676327,Male,30,Cosmetics,5,203.3,Credit Card,5/6/21,Metrocity
I221113,C111614,Male,61,Clothing,5,1500.4,Credit Card,3/1/21,Cevahir AVM
I201931,C334636,Female,27,Clothing,3,900.24,Credit Card,8/9/22,Istinye Park
I287648,C901947,Male,21,Toys,5,179.2,Cash,26/09/2022,Istinye Park
I401325,C224564,Male,51,Cosmetics,5,203.3,Cash,7/10/22,Zorlu Center
I547736,C145127,Male,26,Souvenir,2,23.46,Cash,14/02/2023,Metrocity
I395547,C279199,Male,41,Toys,2,71.68,Credit Card,14/02/2021,Metrocity
I491443,C153101,Female,19,Clothing,5,1500.4,Cash,28/12/2021,Kanyon
I256370,C186615,Female,66,Toys,1,35.84,Debit Card,6/6/21,Metropol AVM
I429972,C161663,Female,55,Toys,1,35.84,Debit Card,13/12/2022,Mall of Istanbul
I941003,C290758,Female,44,Clothing,4,1200.32,Debit Card,5/7/22,Metrocity
I507574,C162087,Female,52,Toys,4,143.36,Debit Card,13/12/2022,Emaar Square Mall
I180635,C163206,Female,32,Technology,4,4200.0,Cash,25/05/2022,Mall of Istanbul
I278267,C193424,Male,23,Clothing,1,300.08,Cash,20/01/2022,Mall of Istanbul
I302102,C675164,Female,62,Clothing,2,600.16,Debit Card,2/6/21,Emaar Square Mall
I252466,C181257,Female,60,Clothing,2,600.16,Cash,23/03/2022,Mall of Istanbul
I328987,C760929,Female,30,Cosmetics,4,162.64,Cash,10/6/21,Zorlu Center
I579806,C129682,Female,25,Clothing,5,1500.4,Credit Card,22/06/2021,Forum Istanbul
I633042,C210652,Male,43,Clothing,1,300.08,Debit Card,28/01/2022,Istinye Park
I120368,C122907,Female,47,Clothing,1,300.08,Cash,24/05/2021,Mall of Istanbul
I129135,C134485,Male,42,Clothing,3,900.24,Cash,22/07/2021,Metropol AVM
I312033,C134289,Female,54,Clothing,4,1200.32,Credit Card,2/9/21,Metrocity
I144732,C164259,Female,22,Clothing,4,1200.32,Credit Card,28/06/2021,Emaar Square Mall
I820235,C178787,Male,58,Shoes,5,3000.85,Debit Card,11/10/21,Kanyon
I379827,C328941,Male,69,Clothing,1,300.08,Credit Card,18/02/2021,Metropol AVM
I774065,C437365,Male,69,Clothing,4,1200.32,Credit Card,11/5/22,Metrocity
I175273,C236880,Male,33,Clothing,5,1500.4,Cash,7/1/23,Mall of Istanbul
I163128,C201680,Female,60,Cosmetics,5,203.3,Debit Card,7/1/22,Emaar Square Mall
I220299,C187925,Male,18,Clothing,3,900.24,Cash,30/07/2021,Kanyon
I160036,C197841,Male,46,Clothing,4,1200.32,Cash,6/4/22,Kanyon
I213251,C145463,Female,44,Toys,1,35.84,Cash,18/06/2021,Kanyon
I337487,C122194,Male,60,Toys,1,35.84,Credit Card,23/07/2022,Kanyon
I328018,C318189,Male,40,Cosmetics,2,81.32,Cash,4/2/21,Emaar Square Mall
I139836,C185012,Female,40,Souvenir,5,58.65,Cash,7/5/22,Kanyon
I280285,C334283,Female,61,Clothing,5,1500.4,Debit Card,24/04/2022,Kanyon
I151642,C797553,Female,52,Clothing,3,900.24,Cash,2/11/21,Kanyon
I299820,C820515,Female,22,Books,3,45.45,Cash,22/11/2021,Kanyon
I124100,C241484,Female,29,Food & Beverage,5,26.15,Debit Card,20/01/2023,Mall of Istanbul
I575127,C804962,Female,54,Souvenir,1,11.73,Cash,11/3/22,Metropol AVM
I270505,C623553,Male,21,Shoes,4,2400.68,Cash,13/04/2022,Cevahir AVM
I303905,C299142,Female,43,Cosmetics,3,121.98,Cash,12/10/22,Forum Istanbul
I206993,C178862,Female,55,Toys,2,71.68,Cash,4/2/21,Kanyon
I335259,C885623,Male,35,Cosmetics,4,162.64,Cash,27/08/2022,Metrocity
I200847,C122111,Female,30,Technology,4,4200.0,Cash,6/7/21,Forum Istanbul
I290554,C295655,Female,21,Cosmetics,3,121.98,Cash,29/04/2021,Mall of Istanbul
I308170,C465394,Female,62,Clothing,3,900.24,Debit Card,6/12/21,Metrocity
I102713,C259637,Female,27,Shoes,1,600.17,Cash,26/05/2022,Metrocity
I713924,C296788,Male,23,Cosmetics,3,121.98,Credit Card,20/09/2021,Mall of Istanbul
I330687,C577252,Male,32,Clothing,1,300.08,Cash,16/08/2022,Emaar Square Mall
I858370,C223170,Female,52,Shoes,5,3000.85,Credit Card,14/02/2021,Metrocity
I164823,C151439,Female,61,Food & Beverage,4,20.92,Credit Card,15/12/2022,Mall of Istanbul
I232300,C129757,Male,39,Cosmetics,1,40.66,Debit Card,2/3/21,Istinye Park
I109244,C185372,Male,24,Clothing,2,600.16,Cash,20/08/2021,Metrocity
I964381,C338478,Female,28,Food & Beverage,2,10.46,Cash,25/01/2021,Cevahir AVM
I723054,C182790,Female,25,Clothing,5,1500.4,Debit Card,23/02/2023,Metrocity
I204595,C117880,Female,23,Clothing,2,600.16,Cash,22/03/2022,Mall of Istanbul
I143501,C862156,Male,51,Souvenir,1,11.73,Cash,23/03/2021,Istinye Park
I780032,C169029,Male,42,Clothing,4,1200.32,Cash,14/07/2022,Mall of Istanbul
I117767,C156455,Female,24,Clothing,1,300.08,Cash,29/06/2021,Forum Istanbul
I139848,C545456,Male,37,Toys,4,143.36,Cash,11/4/22,Istinye Park
I107944,C375509,Female,61,Shoes,3,1800.51,Cash,7/5/21,Kanyon
I187145,C311937,Male,46,Shoes,4,2400.68,Debit Card,1/2/21,Kanyon
I258999,C122636,Male,26,Shoes,4,2400.68,Debit Card,6/9/21,Metropol AVM
I511525,C435875,Female,19,Cosmetics,4,162.64,Credit Card,26/03/2021,Mall of Istanbul
I922879,C241420,Male,69,Cosmetics,4,162.64,Cash,20/02/2022,Emaar Square Mall
I278739,C304084,Male,48,Shoes,4,2400.68,Credit Card,17/06/2021,Forum Istanbul
I152016,C186845,Male,63,Food & Beverage,5,26.15,Cash,19/09/2021,Cevahir AVM
I298262,C221985,Male,57,Clothing,2,600.16,Cash,26/02/2022,Metrocity
I142846,C232469,Male,25,Cosmetics,3,121.98,Credit Card,19/06/2021,Mall of Istanbul
I275192,C227689,Female,18,Food & Beverage,4,20.92,Cash,17/04/2021,Zorlu Center
I252629,C731164,Female,25,Shoes,1,600.17,Credit Card,9/5/21,Mall of Istanbul
I232214,C276370,Male,39,Clothing,1,300.08,Debit Card,7/1/23,Metrocity
I280590,C142284,Female,18,Clothing,2,600.16,Debit Card,26/10/2022,Forum Istanbul
I334142,C178474,Male,52,Cosmetics,5,203.3,Cash,9/4/22,Viaport Outlet
I325973,C226884,Female,41,Clothing,5,1500.4,Cash,5/7/21,Emaar Square Mall
I337068,C261560,Male,38,Food & Beverage,1,5.23,Credit Card,12/1/21,Forum Istanbul
I135171,C177104,Female,51,Toys,3,107.52,Cash,1/6/21,Metropol AVM
I726482,C950897,Male,26,Clothing,2,600.16,Debit Card,29/01/2022,Kanyon
I192113,C240481,Male,57,Books,5,75.75,Credit Card,30/06/2022,Istinye Park
I142447,C236264,Female,59,Technology,3,3150.0,Cash,14/07/2021,Kanyon
I157925,C155828,Female,50,Clothing,3,900.24,Cash,18/03/2021,Mall of Istanbul
I213929,C281750,Male,35,Food & Beverage,2,10.46,Cash,9/12/22,Metrocity
I151548,C306531,Female,41,Shoes,4,2400.68,Credit Card,14/01/2022,Istinye Park
I191535,C517348,Female,20,Shoes,3,1800.51,Cash,15/03/2022,Metrocity
I199958,C170213,Female,56,Clothing,2,600.16,Credit Card,28/07/2022,Metropol AVM
I294647,C262141,Male,39,Clothing,4,1200.32,Cash,13/07/2021,Kanyon
I167132,C518115,Female,65,Food & Beverage,3,15.69,Cash,27/11/2021,Metropol AVM
I182541,C784743,Female,35,Clothing,3,900.24,Credit Card,26/12/2022,Kanyon
I765694,C339177,Female,31,Cosmetics,1,40.66,Credit Card,21/01/2021,Kanyon
I388131,C107940,Female,62,Food & Beverage,4,20.92,Cash,13/10/2021,Kanyon
I853591,C284410,Male,24,Shoes,3,1800.51,Cash,24/02/2023,Mall of Istanbul
I312494,C191116,Male,49,Clothing,2,600.16,Credit Card,29/03/2022,Istinye Park
I321769,C181524,Female,44,Shoes,1,600.17,Credit Card,23/07/2021,Metrocity
I278277,C140379,Male,38,Food & Beverage,2,10.46,Credit Card,19/02/2023,Zorlu Center
I348248,C258454,Female,68,Books,3,45.45,Credit Card,24/06/2022,Kanyon
I312395,C380107,Female,66,Food & Beverage,2,10.46,Cash,20/03/2021,Emaar Square Mall
I159331,C176843,Male,39,Technology,2,2100.0,Debit Card,15/10/2021,Kanyon
I194395,C239660,Male,29,Toys,4,143.36,Cash,5/12/21,Metrocity
I955581,C313897,Male,56,Toys,4,143.36,Debit Card,16/09/2022,Emaar Square Mall
I222277,C103076,Male,55,Food & Beverage,3,15.69,Credit Card,28/01/2023,Kanyon
I195151,C262112,Female,25,Clothing,5,1500.4,Debit Card,30/11/2022,Mall of Istanbul
I608362,C157625,Female,65,Technology,5,5250.0,Credit Card,22/02/2021,Kanyon
I330885,C438717,Female,45,Clothing,3,900.24,Debit Card,12/3/21,Kanyon
I175976,C790712,Female,30,Clothing,5,1500.4,Credit Card,5/2/22,Mall of Istanbul
I770441,C395052,Male,35,Shoes,3,1800.51,Cash,23/06/2021,Emaar Square Mall
I268666,C221146,Female,19,Shoes,1,600.17,Cash,17/02/2021,Metrocity
I278212,C339721,Male,26,Shoes,2,1200.34,Cash,2/11/22,Cevahir AVM
I161797,C236480,Male,37,Shoes,2,1200.34,Credit Card,28/02/2021,Mall of Istanbul
I546505,C312941,Female,38,Cosmetics,1,40.66,Credit Card,22/03/2022,Kanyon
I611210,C242316,Female,44,Cosmetics,5,203.3,Cash,31/12/2022,Mall of Istanbul
I121673,C766857,Male,64,Cosmetics,5,203.3,Cash,14/03/2022,Kanyon
I906670,C916621,Female,32,Clothing,2,600.16,Cash,7/4/22,Viaport Outlet
I106014,C813135,Female,38,Cosmetics,5,203.3,Debit Card,22/04/2021,Mall of Istanbul
I286766,C150943,Female,18,Clothing,1,300.08,Debit Card,24/01/2022,Kanyon
I987861,C265180,Female,53,Clothing,4,1200.32,Credit Card,9/11/22,Istinye Park
I440461,C958026,Male,57,Shoes,2,1200.34,Cash,14/02/2021,Metrocity
I181357,C339191,Male,47,Technology,1,1050.0,Cash,13/05/2021,Emaar Square Mall
I481478,C111349,Male,69,Cosmetics,5,203.3,Credit Card,3/6/22,Metrocity
I753503,C259128,Male,34,Books,1,15.15,Cash,29/06/2021,Kanyon
