,index,invoice_no,customer_id,gender, age ,category,quantity,Price,payment_method,invoice_date,shopping_mall
2077,25517,I361211,C126959,Female,55,Clothing,1,300.08,Cash,10/4/21,Metrocity
2401,58139,I217432,C167705,Female,42,Food & Beverage,5,26.15,Cash,28/01/2023,Istinye Park
855,24776,I145413,C189143,Female,20,Clothing,5,1500.4,Credit Card,25/10/2022,Metrocity
2120,10015,I198332,C319180,Female,55,Clothing,3,900.24,Credit Card,22/10/2021,Istinye Park
918,24249,I113805,C127239,Female,59,Clothing,1,300.08,Credit Card,13/06/2022,Mall of Istanbul
2754,87017,I313364,C315213,Female,25,Technology,4,4200,Debit Card,3/1/22,Emaar Square Mall
1537,79561,I139947,C287029,Female,51,Souvenir,1,11.73,Debit Card,24/03/2021,Metrocity
185,35541,I230459,C347467,Female,33,Clothing,1,300.08,Debit Card,1/11/22,Zorlu Center
3214,99312,I228920,C294194,Female,35,Toys,3,107.52,Cash,6/1/21,Metrocity
1130,61963,I146496,C329796,Female,51,Food & Beverage,4,20.92,Credit Card,25/12/2021,Metrocity
2014,91103,I237456,C130290,Male,55,Toys,3,107.52,Cash,22/05/2022,Kanyon
384,40950,I182116,C116802,Male,66,Cosmetics,4,162.64,Credit Card,31/01/2023,Metrocity
2256,87706,I236211,C313876,Female,69,Technology,1,1050,Debit Card,1/7/22,Istinye Park
4982,34310,I314008,C166124,Male,63,Clothing,1,300.08,Cash,21/03/2022,Forum Istanbul
2339,10975,I298657,C778298,Male,27,Clothing,3,900.24,Credit Card,24/02/2021,Metrocity
4259,86187,I321426,C206561,Female,37,Technologi,3,3150,Debit Card,19/08/2022,Istinye Park
1517,27480,I267559,C383164,Male,18,Clothing,2,600.16,Credit Card,10/1/22,Forum Istanbul
210,39354,I384013,C319771,Female,42,Clothing,5,1500.4,Credit Card,23/07/2022,Metrocity
2096,78962,I250805,C298636,Female,21,Shoes,3,1800.51,Debit Card,26/08/2021,Mall of Istanbul
2038,88295,I318098,C257933,Female,28,Technology,5,5250,Credit Card,28/10/2021,Metropol AVM
4291,30408,I124871,C330434,Male,39,Clothing,3,900.24,Credit Card,12/8/22,Zorlu Center
1213,53041,I334779,C124468,Male,67,Cosmetics,4,162.64,Credit Card,24/05/2022,Zorlu Center
2065,47271,I282663,C784375,Female,54,Cosmetics,5,203.3,Credit Card,13/11/2021,Mall of Istanbul
2067,61269,I254358,C324393,Female,25,Food & Beverage,4,20.92,Debit Card,3/4/22,Kanyon
4205,57072,I319573,C255944,Male,62,Food & Beverage,4,20.92,Cash,21/10/2022,Zorlu Center
4717,19377,I224692,C746738,Male,61,Clothing,4,1200.32,Cash,26/05/2022,Forum Istanbul
1949,54910,I852985,C182753,Female,47,Food & Beverage,5,26.15,Debit Card,19/04/2021,Metropol AVM
145,86641,I518160,C262782,Female,69,Technology,4,4200,Credit Card,22/11/2021,Zorlu Center
447,15306,I279381,C174631,Female,26,Clothing,1,300.08,Cash,17/04/2021,Kanyon
1175,15925,I282808,C178146,Male,43,Clothing,2,600.16,Credit Card,29/01/2022,Forum Istanbul
2166,88166,I319802,C173555,Female,69,Technology,3,3150,Cash,26/06/2021,Istinye Park
96,87583,I602367,C315654,Female,64,Technology,3,3150,Cash,6/1/22,Cevahir AVM
4676,58592,I320958,C383844,Female,61,Food & Beverage,4,20.92,Cash,16/11/2021,Emaar Square Mall
3728,27175,I221279,C206733,Male,31,Clothing,1,300.08,Debit Card,12/9/21,Kanyon
3441,28472,I218400,C322533,Male,33,Clothing,2,600.16,Debit Card,13/01/2023,Forum Istanbul
418,42997,I242720,C232411,Female,26,Cosmetics,3,121.98,Cash,24/01/2021,Cevahir AVM
3529,97688,I282002,C322436,Male,31,Toys,2,71.68,Credit Card,3/5/22,Zorlu Center
1032,41943,I151060,C316307,Male,60,Cosmetics,4,162.64,Debit Card,14/06/2021,Metrocity
295,23067,I176846,C242788,Male,49,Clothing,1,300.08,Cash,10/7/21,Viaport Outlet
621,71816,I202832,C112443,Male,42,Shoes,5,3000.85,Debit Card,19/05/2022,Istinye Park
3024,83834,I218327,C162768,Male,29,Souvenir,2,23.46,Credit Card,21/11/2022,Istinye Park
191,86727,I216112,C100168,Male,48,Technology,5,5250,Credit Card,19/10/2022,Istinye Park
19,16569,I246661,C234241,Male,37,Clothing,2,600.16,Credit Card,19/06/2021,Metrocity
2283,98788,I109984,C299695,Female,33,Toys,1,35.84,Cash,25/07/2021,Kanyon
4371,33891,I101755,C333796,Female,53,Clothing,3,900.24,Debit Card,19/02/2021,Metrocity
1624,25770,I955143,C158565,Female,47,Clothing,3,900.24,Debit Card,6/8/21,Mall of Istanbul
1085,69202,I455714,C113429,Female,64,Food & Beverage,4,20.92,Credit Card,4/8/21,Metrocity
436,27851,I309665,C226497,Female,19,Clothing,2,600.16,Cash,19/02/2023,Istinye Park
2740,79206,I887160,C642146,Female,39,Shoes,3,1800.51,Cash,16/05/2022,Cevahir AVM
2660,92388,I184995,C102456,Male,47,Toys,1,35.84,Debit Card,11/10/21,Kanyon
3471,33926,I332608,C788570,Female,65,Clothing,5,1500.4,Cash,11/5/22,Istinye Park
3047,97864,I701542,C679769,Female,57,Toys,1,35.84,Debit Card,10/8/22,Mall of Istanbul
2095,48775,I464013,C207679,Female,22,Cosmetics,3,121.98,Debit Card,1/8/22,Kanyon
4898,89150,I464310,C270231,Female,45,Technology,2,2100,Cash,1/7/21,Zorlu Center
4645,92245,I180141,C327751,Male,53,Toys,3,107.52,Cash,13/02/2021,Istinye Park
4838,16712,I231567,C667187,Male,47,Clothing,3,900.24,Credit Card,21/08/2021,Mall of Istanbul
707,84658,I995362,C167349,Female,23,Technology,5,5250,Credit Card,11/1/21,Kanyon
1178,57641,I847002,C227099,Male,66,Food & Beverage,3,15.69,Cash,25/02/2022,Metropol AVM
1210,94095,I106654,C149870,Male,25,Toys,3,107.52,Credit Card,13/01/2023,Kanyon
1585,19985,I325640,C347012,Female,19,Clothing,2,600.16,Credit Card,2/1/22,Mall of Istanbul
3559,64402,I327590,C234276,Female,23,Food & Beverage,4,20.92,Cash,2/12/21,Forum Istanbul
199,20895,I128484,C211251,Female,24,Clothing,3,900.24,Debit Card,5/1/23,Metrocity
3277,69856,I223652,C124774,Female,29,Shoes,4,2400.68,Cash,20/05/2021,Kanyon
1299,94534,I306807,C237687,Male,68,Toys,2,71.68,Debit Card,24/01/2022,Cevahir AVM
4193,9736,I291717,C605976,Female,65,Clothing,5,1500.4,Cash,26/01/2021,Metrocity
122,99016,I208980,C118816,Male,62,Toys,2,71.68,Credit Card,10/7/22,Zorlu Center
2361,12988,I423326,C269522,Male,65,Clothing,3,900.24,Cash,3/10/21,Mall of Istanbul
4244,20734,I245706,C213391,Female,44,Clothing,4,1200.32,Cash,12/4/22,Metropol AVM
4545,32097,I272655,C701521,Male,48,Clothing,2,600.16,Debit Card,8/10/21,Metrocity
3587,9126,I115409,C176863,Male,22,Clothing,4,1200.32,Cash,9/1/23,Mall of Istanbul
1556,15574,I284935,C144512,Female,19,Clothing,5,1500.4,Credit Card,29/07/2021,Viaport Outlet
1017,5284,I111670,C327098,Female,25,Clothing,2,600.16,Credit Card,30/07/2022,Kanyon
14,55892,I234569,C216200,Female,45,Food & Beverage,3,15.69,Cash,7/10/21,Mall of Istanbul
3619,97692,I137262,C323116,Female,45,Toys,5,179.2,Credit Card,8/10/21,Kanyon
3592,75767,I118350,C672203,Male,34,Shoes,3,1800.51,Cash,28/11/2022,Istinye Park
1176,81970,I263411,C209555,Male,30,Souvenir,2,23.46,Debit Card,29/06/2022,Cevahir AVM
2774,71950,I174893,C225194,Male,52,Shoes,2,1200.34,Debit Card,29/12/2021,Mall of Istanbul
1158,34436,I517564,C523046,Male,27,Clothing,5,1500.4,Cash,31/07/2021,Mall of Istanbul
3057,86767,I249724,C191960,Male,52,Technology,1,1050,Cash,1/11/22,Istinye Park
75,77744,I270045,C113061,Female,19,Shoes,5,3000.85,Cash,7/6/22,Mall of Istanbul
167,34232,I219853,C150390,Female,61,Clothing,2,600.16,Credit Card,12/4/22,Metrocity
4949,55821,I324366,C414050,Male,41,Food & Beverage,3,15.69,Debit Card,12/3/21,Kanyon
3112,8738,I327831,C164911,Female,69,Clothing,3,900.24,Debit Card,3/10/21,Metrocity
3413,66407,I102926,C319883,Female,60,Food & Beverage,1,5.23,Cash,6/8/22,Cevahir AVM
3725,54099,I320341,C625481,Male,61,Cosmetics,2,81.32,Cash,6/8/22,Kanyon
3491,63271,I252402,C161270,Male,31,Food & Beverage,4,20.92,Cash,13/11/2021,Mall of Istanbul
3085,24352,I192863,C151662,Female,49,Clothing,1,300.08,Cash,15/01/2021,Kanyon
2026,3765,I756452,C490892,Female,49,Books,3,45.45,Credit Card,26/11/2022,Metropol AVM
1648,83085,I235190,C277554,Female,40,Souvenir,1,11.73,Debit Card,9/2/22,Forum Istanbul
318,42038,I220711,C622135,Female,51,Cosmetics,5,203.3,Credit Card,16/04/2022,Emaar Square Mall
1772,95558,I912166,C176275,Female,50,Toys,2,71.68,Cash,13/06/2021,Kanyon
286,81701,I288723,C221054,Female,34,Souvenir,1,11.73,Credit Card,19/11/2021,Cevahir AVM
501,3538,I191978,C296645,Male,48,Books,5,75.75,Cash,4/9/22,Metrocity
1697,8675,I106818,C200500,Male,49,Clothing,4,1200.32,Credit Card,10/6/22,Emaar Square Mall
1716,34946,I195003,C220002,Female,57,Clothing,3,900.24,Cash,3/1/21,Kanyon
2296,25932,I165499,C324939,Female,28,Clothing,4,1200.32,Cash,23/02/2023,Kanyon
753,97325,I120135,C226009,Female,57,Toys,1,35.84,Credit Card,15/11/2021,Forum Istanbul
3458,11267,I310900,C668744,Male,35,Clothing,2,600.16,Cash,2/12/21,Zorlu Center
2012,13941,I236662,C225963,Female,34,Clothing,2,600.16,Cash,17/11/2022,Istinye Park
1447,68348,I248085,C278323,Male,43,Food & Beverage,1,5.23,Debit Card,21/02/2022,Metrocity
838,71945,I108714,C454317,Female,20,Shoes,5,3000.85,Credit Card,13/09/2022,Viaport Outlet
397,20928,I834420,C314339,Female,28,Clothing,1,300.08,Debit Card,13/11/2022,Cevahir AVM
2662,63012,I303771,C228984,Female,55,Food & Beverage,3,15.69,Cash,26/02/2023,Metrocity
1361,6750,I218554,C374574,Female,41,Clothing,5,1500.4,Cash,5/10/22,Istinye Park
87,48131,I146364,C106079,Female,36,Cosmetics,5,203.3,Cash,9/3/21,Zorlu Center
1003,3675,I217685,C260761,Female,22,Books,2,30.3,Credit Card,1/12/21,Mall of Istanbul
1480,43098,I183116,C133910,Male,24,Cosmetics,1,40.66,Cash,15/02/2023,Mall of Istanbul
2050,78828,I340176,C117624,Female,62,Shoes,4,2400.68,Cash,3/12/21,Istinye Park
1507,94684,I206051,C755473,Female,42,Toys,2,71.68,Debit Card,29/07/2021,Metropol AVM
3409,89945,I227639,C522380,Male,58,Toys,4,143.36,Credit Card,6/9/22,Zorlu Center
1401,2409,I125172,C279874,Female,63,Books,3,45.45,Cash,12/10/22,Viaport Outlet
1936,91150,I329329,C129220,Female,58,Toys,4,143.36,Cash,5/8/22,Emaar Square Mall
748,80951,I168724,C253566,Female,44,Souvenir,2,23.46,Debit Card,7/7/22,Zorlu Center
2710,94784,I232393,C204554,Female,42,Toys,2,71.68,Cash,18/03/2022,Metropol AVM
4191,33586,I116032,C314604,Female,24,Clothing,3,900.24,Credit Card,5/8/22,Metrocity
4153,4612,I242162,C182646,Female,48,Books,2,30.3,Credit Card,26/09/2022,Emaar Square Mall
600,24262,I129084,C718174,Male,20,Clothing,5,1500.4,Cash,25/04/2021,Istinye Park
2221,62372,I202860,C284886,Female,18,Food & Beverage,3,15.69,Credit Card,8/6/21,Kanyon
2176,27662,I934315,C241348,Male,23,Clothing,5,1500.4,Cash,18/02/2021,Mall of Istanbul
4105,14606,I235380,C589848,Male,33,Clothing,3,900.24,Cash,7/7/22,Istinye Park
614,57064,I152085,C251681,Male,34,Food & Beverage,2,10.46,Debit Card,12/9/22,Zorlu Center
907,71949,I103932,C112853,Female,32,Shoes,5,3000.85,Debit Card,13/04/2022,Mall of Istanbul
3116,10050,I255798,C283098,Female,62,Clothing,2,600.16,Debit Card,30/10/2021,Kanyon
2444,88533,I211348,C286479,Male,21,Technology,4,4200,Credit Card,19/07/2021,Viaport Outlet
788,42742,I158801,C305585,Male,38,Cosmetics,4,162.64,Debit Card,23/08/2021,Forum Istanbul
3152,38631,I296581,C594587,Female,64,Clothing,2,600.16,Cash,20/02/2022,Metropol AVM
576,41856,I664543,C244807,Female,57,Cosmetics,2,81.32,Debit Card,9/1/22,Zorlu Center
1163,34982,I312194,C205246,Female,48,Clothing,1,300.08,Credit Card,9/10/22,Kanyon
856,39914,I211362,C152164,Female,39,Cosmetics,5,203.3,Cash,18/01/2022,Metrocity
4242,69971,I327790,C259891,Female,65,Shoes,3,1800.51,Cash,19/09/2021,Kanyon
3776,77970,I158420,C398532,Female,67,Shoes,3,1800.51,Credit Card,26/11/2021,Cevahir AVM
2791,98319,I429972,C161663,Female,55,Toys,1,35.84,Debit Card,13/12/2022,Mall of Istanbul
3526,57325,I299252,C270444,Female,36,Food & Beverage,1,5.23,Cash,3/11/21,Forum Istanbul
4928,4239,I111838,C283456,Female,50,Books,4,60.6,Cash,2/3/21,Kanyon
169,67958,I275453,C659287,Female,37,Food & Beverage,1,5.23,Credit Card,14/05/2022,Metrocity
4716,51077,I948806,C104119,Female,40,Cosmetics,5,203.3,Cash,24/01/2023,Mall of Istanbul
1912,62787,I882355,C962492,Female,36,Food & Beverage,1,5.23,Credit Card,10/6/21,Mall of Istanbul
2756,40765,I312496,C333121,Female,53,Cosmetics,4,162.64,Credit Card,15/02/2023,Kanyon
1373,95247,I220275,C280833,Female,52,Toys,5,179.2,Debit Card,1/3/23,Viaport Outlet
2516,75838,I331605,C217138,Female,44,Shoes,5,3000.85,Cash,4/2/23,Zorlu Center
2539,94556,I220519,C324612,Female,29,Toys,3,107.52,Credit Card,22/06/2022,Mall of Istanbul
1380,53829,I168792,C142957,Male,18,Cosmetics,4,162.64,Credit Card,25/05/2022,Kanyon
1561,63982,I152940,C325370,Female,40,Food & Beverage,3,15.69,Credit Card,2/12/22,Metrocity
1900,70119,I302280,C241410,Female,60,Shoes,4,2400.68,Credit Card,21/08/2022,Zorlu Center
2029,51455,I234165,C293047,Female,34,Cosmetics,3,121.98,Credit Card,30/09/2022,Istinye Park
4733,46449,I268819,C228730,Male,58,Cosmetics,3,121.98,Credit Card,30/11/2022,Mall of Istanbul
4030,59912,I386027,C987806,Female,56,Food & Beverage,5,26.15,Cash,27/10/2022,Viaport Outlet
4278,89560,I429412,C184011,Male,26,Toys,1,35.84,Credit Card,3/2/23,Viaport Outlet
3297,73416,I601396,C225150,Female,42,Shoes,5,3000.85,Credit Card,20/04/2022,Metrocity
2616,43002,I276831,C417302,Male,54,Cosmetics,3,121.98,Cash,16/07/2022,Mall of Istanbul
1875,7247,I341800,C132054,Female,22,Clothing,3,900.24,Credit Card,10/4/22,Kanyon
3325,61961,I247414,C339264,Female,37,Food & Beverage,1,5.23,Cash,8/4/22,Kanyon
375,91991,I120594,C176011,Female,57,Toys,4,143.36,Cash,19/09/2022,Metropol AVM
3544,53023,I336173,C273343,Female,27,Cosmetics,1,40.66,Credit Card,20/07/2022,Kanyon
114,56419,I906237,C261720,Female,58,Food & Beverage,5,26.15,Credit Card,29/07/2022,Kanyon
1586,26745,I104922,C120859,Female,58,Clothing,1,300.08,Cash,9/10/21,Viaport Outlet
1914,86925,I241961,C243116,Male,50,Technology,5,5250,Cash,20/09/2021,Mall of Istanbul
3115,48934,I186714,C387699,Female,61,Cosmetics,4,162.64,Debit Card,23/06/2022,Istinye Park
643,50446,I206317,C172206,Male,25,Cosmetics,4,162.64,Cash,11/11/22,Mall of Istanbul
31,5494,I284445,C191032,Female,51,Clothing,4,1200.32,Debit Card,20/11/2022,Emaar Square Mall
2547,82658,I637062,C307698,Male,26,Souvenir,3,35.19,Cash,21/11/2021,Forum Istanbul
2647,78655,I156458,C107947,Female,36,Shoes,3,1800.51,Credit Card,9/9/22,Zorlu Center
3124,68293,I905673,C272854,Male,42,Food & Beverage,1,5.23,Cash,25/04/2021,Mall of Istanbul
2851,56038,I275192,C227689,Female,18,Food & Beverage,4,20.92,Cash,17/04/2021,Zorlu Center
3746,60660,I187087,C120414,Male,24,Food & Beverage,4,20.92,Debit Card,8/7/22,Mall of Istanbul
4028,34897,I328626,C264716,Male,39,Clothing,5,1500.4,Cash,3/12/22,Zorlu Center
1420,2655,I172124,C295109,Female,52,Books,5,75.75,Debit Card,7/5/22,Mall of Istanbul
163,69849,I605718,C274079,Female,33,Shoes,3,1800.51,Credit Card,26/12/2022,Mall of Istanbul
269,33217,I159802,C159098,Male,39,Clothing,2,600.16,Credit Card,26/01/2023,Viaport Outlet
4100,32693,I357973,C174967,Male,30,Clothing,3,900.24,Cash,23/01/2021,Mall of Istanbul
11,96500,I324914,C164957,Female,56,Toys,4,143.36,Credit Card,31/08/2022,Kanyon
2597,14999,I216950,C188428,Female,31,Clothing,4,1200.32,Cash,9/7/21,Mall of Istanbul
3126,78400,I104827,C259393,Male,59,Shoes,2,1200.34,Cash,20/05/2022,Mall of Istanbul
3186,12073,I169369,C112586,Female,49,Clothing,5,1500.4,Credit Card,13/01/2021,Metropol AVM
4303,86046,I248342,C135489,Female,56,Technology,2,2100,Cash,15/12/2021,Emaar Square Mall
3255,34320,I150831,C219140,Female,68,Clothing,5,1500.4,Cash,13/07/2021,Metrocity
1745,5429,I402704,C121551,Male,28,Clothing,3,900.24,Credit Card,8/6/21,Forum Istanbul
4665,60304,I296437,C154710,Male,63,Food & Beverage,4,20.92,Cash,30/03/2022,Metropol AVM
971,34510,I250248,C339261,Male,43,Clothing,2,600.16,Credit Card,26/03/2021,Kanyon
4133,54828,I287965,C171377,Female,34,Food & Beverage,5,26.15,Cash,30/09/2022,Mall of Istanbul
2303,17231,I166179,C747122,Male,43,Clothing,5,1500.4,Debit Card,30/06/2022,Kanyon
4295,90042,I576966,C193601,Male,45,Toys,2,71.68,Debit Card,13/02/2022,Forum Istanbul
2963,93774,I328787,C123470,Female,49,Toys,1,35.84,Cash,23/01/2022,Viaport Outlet
1607,61028,I109285,C441769,Male,21,Food & Beverage,5,26.15,Credit Card,8/1/21,Kanyon
1845,60218,I130466,C278477,Female,20,Food & Beverage,2,10.46,Debit Card,6/3/23,Kanyon
2390,94865,I257491,C194613,Female,40,Toys,3,107.52,Credit Card,20/04/2022,Kanyon
3574,79031,I238385,C302333,Male,30,Shoes,3,1800.51,Cash,15/09/2022,Zorlu Center
2658,29661,I274806,C258936,Male,27,Clothing,2,600.16,Credit Card,29/08/2021,Kanyon
398,92789,I320286,C199355,Female,27,Toys,5,179.2,Credit Card,16/11/2022,Kanyon
1076,73473,I208879,C717728,Female,28,Shoes,1,600.17,Cash,26/11/2022,Mall of Istanbul
981,92369,I338906,C263275,Female,19,Toys,3,107.52,Credit Card,30/12/2021,Zorlu Center
3901,96256,I243288,C308383,Male,24,Toys,2,71.68,Cash,7/8/21,Mall of Istanbul
7,42933,I860085,C189944,Male,24,Cosmetics,2,81.32,Cash,23/07/2022,Metrocity
4504,47988,I310752,C461421,Female,21,Cosmetics,2,81.32,Debit Card,25/10/2021,Viaport Outlet
52,8047,I264791,C457624,Female,62,Clothing,4,1200.32,Credit Card,19/03/2021,Forum Istanbul
3338,72332,I198555,C148975,Female,38,Shoes,5,3000.85,Cash,19/08/2022,Cevahir AVM
1943,28988,I498695,C445153,Female,30,Clothing,5,1500.4,Cash,26/04/2021,Zorlu Center
3336,70339,I630533,C163708,Male,62,Shoes,3,1800.51,Credit Card,3/12/21,Cevahir AVM
3081,24567,I246018,C309112,Female,58,Clothing,5,1500.4,Debit Card,11/1/22,Mall of Istanbul
1676,14842,I231741,C846427,Female,24,Clothing,3,900.24,Cash,20/02/2022,Viaport Outlet
337,9607,I188922,C288564,Female,35,Clothing,5,1500.4,Cash,2/2/23,Mall of Istanbul
3051,97995,I525543,C932710,Female,22,Toys,1,35.84,Cash,7/4/22,Kanyon
4913,32683,I716501,C258057,Female,29,Clothing,1,300.08,Credit Card,21/03/2022,Cevahir AVM
3344,29381,I246830,C938152,Female,24,Clothing,4,1200.32,Credit Card,1/6/22,Mall of Istanbul
4515,72315,I599752,C238622,Male,61,Shoes,5,3000.85,Cash,15/02/2021,Forum Istanbul
2094,20997,I219596,C276519,Male,19,Clothing,1,300.08,Debit Card,16/11/2021,Mall of Istanbul
2762,53853,I323710,C239375,Female,22,Cosmetics,5,203.3,Credit Card,9/3/22,Mall of Istanbul
4592,17638,I398524,C115408,Female,45,Clothing,3,900.24,Credit Card,24/08/2022,Mall of Istanbul
273,13805,I104099,C268800,Female,31,Clothing,4,1200.32,Credit Card,28/11/2021,Kanyon
1385,85203,I794960,C267282,Female,64,Technology,4,4200,Cash,3/5/21,Mall of Istanbul
3778,21788,I202340,C322850,Male,60,Clothing,5,1500.4,Debit Card,23/01/2022,Mall of Istanbul
2940,14703,I454160,C481685,Male,52,Clothing,5,1500.4,Cash,31/10/2021,Metrocity
404,50355,I973398,C101751,Male,32,Cosmetics,2,81.32,Cash,30/07/2022,Metrocity
619,15845,I259712,C457150,Female,68,Clothing,2,600.16,Cash,6/10/22,Kanyon
4339,58996,I163592,C207892,Male,29,Food & Beverage,3,15.69,Cash,19/11/2022,Istinye Park
837,35965,I909463,C258009,Male,43,Clothing,5,1500.4,Credit Card,16/08/2022,Mall of Istanbul
2421,14981,I156342,C144368,Female,63,Clothing,1,300.08,Debit Card,20/07/2021,Metropol AVM
281,95531,I119536,C676930,Female,61,Toys,2,71.68,Credit Card,22/09/2021,Metrocity
3120,40932,I315873,C163407,Female,48,Cosmetics,1,40.66,Cash,4/6/22,Kanyon
3446,24336,I323933,C264298,Female,52,Clothing,1,300.08,Debit Card,21/10/2022,Kanyon
2615,40478,I332394,C185867,Male,25,Cosmetics,1,40.66,Cash,4/11/22,Metrocity
1443,75591,I295174,C190475,Female,67,Shoes,2,1200.34,Cash,4/3/21,Cevahir AVM
1118,1463,I144716,C329483,Female,32,Books,3,45.45,Credit Card,29/12/2021,Kanyon
1477,53792,I265451,C412145,Female,39,Cosmetics,2,81.32,Debit Card,24/04/2022,Metrocity
2083,26897,I374439,C306387,Male,56,Clothing,5,1500.4,Cash,24/01/2022,Kanyon
740,8621,I142647,C164782,Female,44,Clothing,1,300.08,Cash,3/3/23,Zorlu Center
2686,76244,I918518,C197613,Female,27,Shoes,4,2400.68,Debit Card,16/08/2021,Metrocity
1235,62422,I825290,C111485,Male,37,Food & Beverage,5,26.15,Cash,23/03/2022,Istinye Park
466,31487,I286971,C202338,Female,59,Clothing,1,300.08,Credit Card,9/12/22,Forum Istanbul
2795,20630,I278267,C193424,Male,23,Clothing,1,300.08,Cash,20/01/2022,Mall of Istanbul
577,42463,I187952,C234397,Female,61,Cosmetics,4,162.64,Cash,22/09/2022,Istinye Park
441,81645,I698258,C316274,Female,31,Souvenir,3,35.19,Cash,11/5/21,Kanyon
3792,32974,I284630,C264286,Female,62,Clothing,3,900.24,Debit Card,5/8/21,Metrocity
4059,32564,I173957,C195101,Female,46,Clothing,4,1200.32,Debit Card,24/08/2021,Kanyon
1673,64488,I315961,C282868,Male,44,Food & Beverage,4,20.92,Credit Card,10/2/21,Metrocity
4689,27077,I220421,C104431,Male,43,Clothing,3,900.24,Credit Card,3/4/21,Kanyon
2023,10241,I447088,C228488,Female,36,Clothing,3,900.24,Credit Card,7/2/21,Metrocity
2685,22641,I141170,C305672,Female,55,Clothing,3,900.24,Credit Card,13/08/2022,Cevahir AVM
1929,76604,I309452,C127310,Female,58,Shoes,4,2400.68,Cash,6/9/22,Istinye Park
2610,14852,I138415,C348499,Male,49,Clothing,2,600.16,Cash,26/07/2022,Istinye Park
4001,80170,I694287,C126110,Male,41,Souvenir,5,58.65,Credit Card,9/2/23,Mall of Istanbul
107,32233,I659549,C203795,Male,63,Clothing,5,1500.4,Credit Card,2/5/22,Metrocity
1441,39975,I227944,C125999,Female,60,Cosmetics,4,162.64,Credit Card,2/2/22,Mall of Istanbul
521,50936,I455544,C183857,Male,52,Cosmetics,4,162.64,Credit Card,29/09/2022,Kanyon
2375,55108,I218602,C235745,Male,64,Food & Beverage,1,5.23,Cash,18/02/2022,Mall of Istanbul
3154,67587,I157086,C167574,Female,51,Food & Beverage,3,15.69,Credit Card,25/11/2021,Metropol AVM
4526,13621,I129899,C966342,Female,65,Clothing,2,600.16,Cash,18/10/2022,Emaar Square Mall
3182,88119,I208365,C282379,Female,24,Technology,1,1050,Cash,10/10/22,Forum Istanbul
3928,33201,I265140,C742579,Male,58,Clothing,2,600.16,Cash,14/04/2021,Kanyon
3703,85361,I299258,C313235,Female,52,Technology,2,2100,Debit Card,3/9/21,Metrocity
402,83202,I333010,C173272,Male,60,Souvenir,1,11.73,Cash,17/07/2021,Zorlu Center
119,16524,I461475,C232789,Female,61,Clothing,1,300.08,Debit Card,14/04/2022,Kanyon
4558,50469,I198854,C211828,Female,45,Cosmetics,5,203.3,Credit Card,7/8/22,Emaar Square Mall
2449,58201,I168081,C168426,Female,36,Food & Beverage,3,15.69,Cash,25/01/2021,Viaport Outlet
177,96352,I271672,C577102,Female,28,Toys,3,107.52,Debit Card,11/4/22,Metrocity
4415,2552,I190130,C318676,Male,65,Books,2,30.3,Credit Card,9/6/22,Kanyon
4511,86413,I109416,C206134,Male,53,Technology,3,3150,Debit Card,26/07/2021,Viaport Outlet
815,39869,I109848,C210830,Female,35,Cosmetics,3,121.98,Debit Card,22/03/2021,Kanyon
1077,25172,I180282,C337856,Female,32,Clothing,2,600.16,Cash,15/01/2022,Emaar Square Mall
4683,68021,I194682,C159798,Female,34,Food & Beverage,5,26.15,Cash,26/07/2022,Metrocity
886,95224,I558164,C714242,Male,31,Toys,4,143.36,Cash,27/03/2021,Emaar Square Mall
3025,72194,I213661,C921284,Male,41,Shoes,4,2400.68,Cash,13/01/2022,Metrocity
1355,65341,I211321,C304640,Female,21,Food & Beverage,2,10.46,Credit Card,27/06/2022,Istinye Park
2714,20463,I175220,C550436,Male,69,Clothing,2,600.16,Cash,19/10/2022,Metropol AVM
1730,98427,I334327,C317551,Female,41,Toys,2,71.68,Credit Card,11/12/21,Viaport Outlet
1081,4880,I138635,C366024,Female,23,Books,4,60.6,Credit Card,30/10/2021,Mall of Istanbul
3770,43217,I107854,C294458,Female,58,Cosmetics,1,40.66,Credit Card,20/06/2021,Metrocity
216,58723,I306213,C181877,Male,66,Food & Beverage,1,5.23,Cash,8/10/21,Kanyon
534,92362,I248909,C257667,Male,29,Toys,2,71.68,Cash,4/11/21,Zorlu Center
3493,9809,I442682,C848129,Female,60,Clothing,3,900.24,Credit Card,12/8/21,Kanyon
3169,70407,I586417,C155135,Female,39,Shoes,1,600.17,Cash,25/01/2021,Kanyon
187,68661,I138827,C260274,Female,63,Food & Beverage,3,15.69,Cash,22/01/2021,Mall of Istanbul
3129,1973,I206694,C267227,Male,38,Books,4,60.6,Cash,10/7/22,Forum Istanbul
2114,65810,I253655,C524399,Male,31,Food & Beverage,2,10.46,Cash,4/12/22,Metrocity
4307,12722,I244402,C999631,Male,68,Clothing,3,900.24,Credit Card,11/11/21,Metropol AVM
1664,46760,I141655,C320805,Female,19,Cosmetics,1,40.66,Cash,31/10/2022,Forum Istanbul
1328,49922,I274576,C396617,Female,35,Cosmetics,3,121.98,Debit Card,2/12/21,Zorlu Center
3601,90612,I539863,C153973,Female,25,Toys,1,35.84,Cash,15/05/2022,Kanyon
3173,21077,I133607,C291178,Female,29,Clothing,2,600.16,Debit Card,2/2/21,Metropol AVM
