gender,age,category,quantity,total_price,payment_method,datetime,shopping_mall
Female,58,Clothing,4,1200.32,Cash,2023-01-14,Kanyon
Male,35,Food & Beverage,4,20.92,Credit Card,2023-01-16,Kanyon
Male,29,Clothing,3,900.24,Cash,2021-07-11,Metropol AVM
Male,69,Cosmetics,2,81.32,Cash,2022-03-09,Kanyon
Male,46,Food & Beverage,5,26.15,Cash,2022-04-02,Kanyon
Male,35,Clothing,3,900.24,Cash,2022-03-02,Mall of Istanbul
Male,58,Shoes,3,1800.51,Debit Card,2021-11-01,Kanyon
Male,36,Clothing,4,1200.32,Cash,2022-06-26,Kanyon
Male,56,Clothing,5,1500.4,Credit Card,2022-05-23,Mall of Istanbul
Female,24,Clothing,1,300.08,Cash,2021-06-05,Metropol AVM
Male,52,Souvenir,4,46.92,Credit Card,2022-11-25,Cevahir AVM
Female,34,Technology,4,4200.0,Cash,2022-01-14,Kanyon
Female,45,Clothing,2,600.16,Cash,2023-01-31,Metrocity
Female,69,Clothing,2,600.16,Cash,2021-07-31,Istinye Park
Male,22,Technology,4,4200.0,Credit Card,2022-12-01,Kanyon
Female,44,Clothing,2,600.16,Cash,2021-05-10,Metrocity
Male,43,Clothing,3,900.24,Cash,2021-06-28,Mall of Istanbul
Female,68,Cosmetics,5,203.3,Credit Card,2022-10-05,Emaar Square Mall
Female,60,Clothing,5,1500.4,Credit Card,2021-04-08,Zorlu Center
Female,67,Cosmetics,4,162.64,Cash,2021-07-28,Mall of Istanbul
Female,60,Cosmetics,2,81.32,Credit Card,2021-05-10,Zorlu Center
Male,61,Cosmetics,5,203.3,Cash,2022-08-27,Kanyon
Female,36,Clothing,3,900.24,Credit Card,2021-01-21,Cevahir AVM
Male,49,Food & Beverage,5,26.15,Credit Card,2022-12-17,Zorlu Center
Female,33,Shoes,5,3000.85,Cash,2021-01-01,Metrocity
Male,31,Technology,3,3150.0,Cash,2021-06-01,Mall of Istanbul
Female,44,Clothing,1,300.08,Cash,2022-07-21,Kanyon
Male,19,Souvenir,4,46.92,Cash,2021-02-09,Forum Istanbul
Female,21,Toys,2,71.68,Cash,2021-11-09,Metropol AVM
Male,32,Food & Beverage,3,15.69,Cash,2021-11-18,Mall of Istanbul
Female,35,Clothing,3,900.24,Cash,2022-07-05,Metrocity
Female,35,Clothing,2,600.16,Cash,2022-08-15,Metropol AVM
Female,68,Shoes,1,600.17,Cash,2021-08-09,Mall of Istanbul
Male,28,Food & Beverage,1,5.23,Cash,2021-01-04,Zorlu Center
Female,29,Clothing,3,900.24,Credit Card,2021-08-21,Forum Istanbul
Male,61,Clothing,3,900.24,Credit Card,2021-01-13,Metropol AVM
Female,29,Cosmetics,1,40.66,Debit Card,2021-06-14,Kanyon
Female,46,Cosmetics,4,162.64,Debit Card,2023-02-01,Forum Istanbul
Male,39,Clothing,3,900.24,Debit Card,2022-04-10,Metrocity
Female,24,Food & Beverage,4,20.92,Credit Card,2022-09-16,Kanyon
Male,49,Clothing,5,1500.4,Credit Card,2023-02-21,Kanyon
Male,27,Clothing,4,1200.32,Cash,2021-01-12,Kanyon
Female,33,Souvenir,2,23.46,Credit Card,2021-04-24,Kanyon
Male,22,Clothing,4,1200.32,Credit Card,2021-05-09,Kanyon
Female,66,Shoes,2,1200.34,Cash,2021-03-12,Metropol AVM
Male,26,Souvenir,1,11.73,Credit Card,2021-12-14,Metropol AVM
Female,19,Clothing,1,300.08,Cash,2021-03-12,Mall of Istanbul
Female,29,Shoes,4,2400.68,Debit Card,2022-10-05,Kanyon
Male,69,Clothing,1,300.08,Cash,2023-01-27,Istinye Park
Male,41,Clothing,4,1200.32,Credit Card,2021-12-15,Mall of Istanbul
Male,36,Toys,1,35.84,Debit Card,2021-01-24,Forum Istanbul
Female,41,Clothing,2,600.16,Debit Card,2022-12-18,Mall of Istanbul
Female,27,Clothing,4,1200.32,Cash,2021-10-13,Emaar Square Mall
Male,40,Clothing,5,1500.4,Debit Card,2021-04-04,Zorlu Center
Male,46,Food & Beverage,3,15.69,Credit Card,2021-01-11,Metropol AVM
Female,64,Food & Beverage,1,5.23,Credit Card,2022-02-15,Zorlu Center
Female,20,Food & Beverage,4,20.92,Credit Card,2022-06-24,Mall of Istanbul
Female,40,Toys,1,35.84,Cash,2022-02-15,Viaport Outlet
Male,45,Clothing,5,1500.4,Credit Card,2023-01-24,Zorlu Center
Female,30,Toys,4,143.36,Credit Card,2022-04-07,Mall of Istanbul
Female,22,Food & Beverage,5,26.15,Credit Card,2022-07-04,Metrocity
Male,65,Toys,5,179.2,Cash,2021-02-07,Kanyon
Female,18,Technology,5,5250.0,Cash,2021-12-28,Mall of Istanbul
Female,67,Clothing,2,600.16,Credit Card,2021-03-07,Metropol AVM
Female,36,Toys,4,143.36,Cash,2022-03-17,Viaport Outlet
Male,57,Toys,3,107.52,Credit Card,2022-09-07,Metrocity
Female,59,Food & Beverage,3,15.69,Cash,2022-05-15,Kanyon
Male,56,Shoes,1,600.17,Credit Card,2022-05-30,Emaar Square Mall
Male,51,Clothing,2,600.16,Credit Card,2022-04-19,Mall of Istanbul
Male,24,Food & Beverage,1,5.23,Cash,2023-01-24,Kanyon
Female,40,Shoes,4,2400.68,Credit Card,2023-02-24,Viaport Outlet
Male,37,Toys,4,143.36,Cash,2021-05-20,Cevahir AVM
Female,68,Technology,5,5250.0,Cash,2021-09-05,Metrocity
Female,36,Cosmetics,4,162.64,Credit Card,2021-05-02,Kanyon
Female,22,Clothing,1,300.08,Debit Card,2022-02-19,Metrocity
Female,48,Cosmetics,5,203.3,Cash,2021-04-11,Mall of Istanbul
Female,20,Souvenir,3,35.19,Credit Card,2022-02-03,Mall of Istanbul
Male,18,Clothing,5,1500.4,Cash,2023-02-02,Zorlu Center
Female,56,Shoes,2,1200.34,Debit Card,2023-04-02,Mall of Istanbul
Female,21,Clothing,3,900.24,Debit Card,2021-01-12,Metropol AVM
Female,45,Clothing,1,300.08,Debit Card,2021-02-16,Istinye Park
Female,59,Clothing,1,300.08,Credit Card,2021-04-18,Istinye Park
Male,38,Souvenir,3,35.19,Credit Card,2022-11-30,Istinye Park
Female,26,Toys,1,35.84,Debit Card,2023-02-21,Istinye Park
Female,56,Food & Beverage,5,26.15,Debit Card,2021-01-11,Zorlu Center
Female,68,Shoes,1,600.17,Debit Card,2022-11-06,Kanyon
Male,25,Food & Beverage,3,15.69,Credit Card,2021-08-30,Mall of Istanbul
Female,27,Shoes,1,600.17,Cash,2022-11-10,Mall of Istanbul
Male,58,Clothing,5,1500.4,Cash,2021-04-02,Metrocity
Female,34,Toys,2,71.68,Cash,2021-12-09,Istinye Park
Female,34,Cosmetics,5,203.3,Credit Card,2022-05-30,Metrocity
Male,30,Clothing,5,1500.4,Credit Card,2022-12-31,Metrocity
Female,69,Clothing,1,300.08,Cash,2022-03-29,Mall of Istanbul
Female,65,Clothing,4,1200.32,Cash,2022-10-24,Metrocity
Female,48,Clothing,4,1200.32,Cash,2021-01-17,Kanyon
Female,19,Food & Beverage,4,20.92,Credit Card,2021-05-19,Metrocity
Male,69,Toys,3,107.52,Cash,2021-11-17,Cevahir AVM
Female,21,Food & Beverage,1,5.23,Debit Card,2022-04-13,Zorlu Center
Female,34,Food & Beverage,4,20.92,Credit Card,2021-06-25,Metrocity
Female,64,Cosmetics,1,40.66,Cash,2021-01-10,Forum Istanbul
Female,38,Clothing,1,300.08,Debit Card,2022-02-19,Mall of Istanbul
Male,52,Clothing,4,1200.32,Cash,2022-03-12,Mall of Istanbul
Female,67,Toys,2,71.68,Cash,2021-03-06,Istinye Park
Female,69,Clothing,3,900.24,Cash,2023-02-21,Metrocity
Male,52,Toys,4,143.36,Cash,2021-04-13,Mall of Istanbul
Female,45,Clothing,3,900.24,Cash,2022-08-11,Kanyon
Male,50,Cosmetics,1,40.66,Cash,2021-01-31,Mall of Istanbul
Male,50,Food & Beverage,1,5.23,Cash,2022-03-03,Metrocity
Female,40,Books,4,60.6,Debit Card,2022-04-23,Kanyon
Male,22,Food & Beverage,4,20.92,Debit Card,2021-08-28,Metropol AVM
Male,40,Shoes,1,600.17,Credit Card,2021-02-22,Kanyon
Female,67,Toys,2,71.68,Debit Card,2023-07-02,Mall of Istanbul
Female,36,Shoes,1,600.17,Cash,2021-05-07,Metropol AVM
Female,22,Shoes,2,1200.34,Cash,2021-04-06,Mall of Istanbul
Female,41,Cosmetics,1,40.66,Credit Card,2023-02-20,Kanyon
Male,24,Clothing,3,900.24,Cash,2022-03-15,Mall of Istanbul
Male,48,Cosmetics,4,162.64,Cash,2022-07-30,Mall of Istanbul
Male,20,Clothing,5,1500.4,Credit Card,2021-07-02,Viaport Outlet
Female,49,Shoes,2,1200.34,Cash,2022-09-05,Zorlu Center
Female,36,Food & Beverage,2,10.46,Debit Card,2022-12-27,Metropol AVM
Male,22,Clothing,2,600.16,Credit Card,2022-01-09,Metrocity
Female,38,Clothing,1,300.08,Credit Card,2022-11-15,Kanyon
Female,22,Shoes,4,2400.68,Cash,2022-07-25,Kanyon
Male,60,Clothing,5,1500.4,Cash,2022-06-12,Istinye Park
Male,40,Clothing,3,900.24,Cash,2021-05-01,Metropol AVM
Female,60,Books,5,75.75,Cash,2022-09-11,Metrocity
Female,27,Food & Beverage,4,20.92,Credit Card,2023-03-01,Metrocity
Female,25,Technology,1,1050.0,Credit Card,2022-05-02,Cevahir AVM
Male,39,Food & Beverage,2,10.46,Credit Card,2023-12-02,Zorlu Center
Female,35,Souvenir,5,58.65,Credit Card,2022-03-03,Viaport Outlet
Female,69,Clothing,4,1200.32,Cash,2022-07-23,Kanyon
Female,22,Food & Beverage,1,5.23,Cash,2022-03-05,Metrocity
Male,24,Shoes,3,1800.51,Credit Card,2022-03-14,Mall of Istanbul
Female,28,Clothing,4,1200.32,Credit Card,2022-07-16,Kanyon
Female,44,Food & Beverage,1,5.23,Credit Card,2022-04-28,Kanyon
Female,55,Cosmetics,2,81.32,Credit Card,2021-04-26,Kanyon
Female,41,Clothing,1,300.08,Cash,2021-05-28,Metropol AVM
Female,22,Clothing,3,900.24,Cash,2022-01-09,Cevahir AVM
Male,53,Food & Beverage,1,5.23,Cash,2021-12-26,Viaport Outlet
Female,21,Books,2,30.3,Cash,2022-11-13,Emaar Square Mall
Male,32,Food & Beverage,3,15.69,Cash,2021-03-09,Mall of Istanbul
Female,31,Food & Beverage,3,15.69,Credit Card,2021-04-23,Metrocity
Female,26,Books,1,15.15,Cash,2022-07-04,Istinye Park
Female,21,Food & Beverage,1,5.23,Cash,2021-11-16,Metrocity
Male,62,Cosmetics,1,40.66,Credit Card,2022-06-07,Mall of Istanbul
Female,37,Technology,5,5250.0,Cash,2021-10-29,Forum Istanbul
Female,45,Clothing,3,900.24,Credit Card,2022-06-05,Istinye Park
Male,51,Food & Beverage,4,20.92,Debit Card,2022-06-30,Metrocity
Female,54,Clothing,4,1200.32,Cash,2022-01-09,Kanyon
Male,27,Shoes,4,2400.68,Cash,2022-09-23,Emaar Square Mall
Female,30,Food & Beverage,5,26.15,Cash,2022-04-15,Kanyon
Female,52,Food & Beverage,3,15.69,Credit Card,2021-02-18,Metropol AVM
Male,27,Clothing,5,1500.4,Credit Card,2021-01-25,Metrocity
Male,19,Technology,1,1050.0,Debit Card,2022-02-13,Metropol AVM
Male,55,Clothing,4,1200.32,Debit Card,2021-11-13,Mall of Istanbul
Male,27,Clothing,5,1500.4,Credit Card,2023-02-26,Mall of Istanbul
Female,48,Clothing,3,900.24,Credit Card,2022-02-23,Kanyon
Male,59,Clothing,4,1200.32,Debit Card,2021-12-18,Kanyon
Female,39,Clothing,1,300.08,Cash,2022-03-27,Metrocity
Female,19,Toys,5,179.2,Credit Card,2022-03-03,Cevahir AVM
Female,65,Technology,3,3150.0,Credit Card,2021-06-08,Kanyon
Male,64,Clothing,5,1500.4,Cash,2023-03-02,Metropol AVM
Female,61,Clothing,5,1500.4,Credit Card,2021-09-15,Forum Istanbul
Female,23,Cosmetics,2,81.32,Cash,2021-06-06,Mall of Istanbul
Female,26,Cosmetics,2,81.32,Credit Card,2022-11-16,Mall of Istanbul
Female,27,Souvenir,5,58.65,Cash,2023-01-27,Viaport Outlet
Male,57,Food & Beverage,4,20.92,Debit Card,2022-03-27,Zorlu Center
Male,26,Food & Beverage,3,15.69,Debit Card,2021-12-17,Kanyon
Female,33,Food & Beverage,4,20.92,Cash,2022-09-21,Istinye Park
Female,41,Books,5,75.75,Cash,2021-03-19,Metropol AVM
Female,32,Toys,3,107.52,Credit Card,2022-05-05,Metrocity
Male,51,Cosmetics,3,121.98,Cash,2022-05-07,Kanyon
Female,64,Clothing,5,1500.4,Credit Card,2021-12-08,Cevahir AVM
Female,42,Cosmetics,2,81.32,Debit Card,2022-11-09,Kanyon
Female,45,Cosmetics,3,121.98,Credit Card,2021-01-24,Metropol AVM
Female,22,Souvenir,3,35.19,Debit Card,2021-07-24,Zorlu Center
Male,39,Clothing,3,900.24,Debit Card,2022-08-10,Metrocity
Female,59,Food & Beverage,1,5.23,Debit Card,2022-09-10,Istinye Park
Female,31,Clothing,1,300.08,Cash,2021-07-14,Istinye Park
Female,47,Food & Beverage,3,15.69,Debit Card,2022-03-10,Kanyon
Female,26,Clothing,3,900.24,Debit Card,2021-05-23,Metropol AVM
Male,60,Clothing,3,900.24,Cash,2021-01-16,Mall of Istanbul
Female,47,Food & Beverage,2,10.46,Credit Card,2022-03-14,Kanyon
Male,23,Souvenir,2,23.46,Cash,2021-01-30,Mall of Istanbul
Female,41,Clothing,4,1200.32,Cash,2022-03-20,Cevahir AVM
Male,19,Toys,5,179.2,Cash,2022-10-21,Metrocity
Female,43,Clothing,3,900.24,Credit Card,2022-09-25,Forum Istanbul
Female,18,Toys,4,143.36,Credit Card,2021-11-09,Kanyon
Female,52,Cosmetics,5,203.3,Debit Card,2023-01-25,Kanyon
Female,46,Shoes,3,1800.51,Cash,2022-04-08,Kanyon
Female,54,Toys,4,143.36,Cash,2023-01-28,Istinye Park
Female,57,Food & Beverage,4,20.92,Credit Card,2022-09-23,Metrocity
Female,34,Clothing,5,1500.4,Cash,2022-03-24,Zorlu Center
Female,21,Cosmetics,5,203.3,Credit Card,2021-04-06,Metrocity
Male,62,Cosmetics,4,162.64,Credit Card,2021-03-24,Kanyon
Female,57,Clothing,3,900.24,Cash,2022-09-15,Metrocity
Male,34,Clothing,2,600.16,Cash,2021-01-18,Mall of Istanbul
Male,51,Clothing,5,1500.4,Credit Card,2022-09-18,Istinye Park
Male,69,Toys,3,107.52,Cash,2023-01-01,Metrocity
Female,33,Clothing,1,300.08,Credit Card,2022-11-07,Kanyon
Male,55,Food & Beverage,1,5.23,Debit Card,2023-01-22,Forum Istanbul
Female,48,Clothing,2,600.16,Cash,2023-01-26,Mall of Istanbul
Male,35,Clothing,5,1500.4,Debit Card,2021-08-30,Kanyon
Female,62,Clothing,5,1500.4,Credit Card,2022-02-16,Viaport Outlet
Female,33,Clothing,1,300.08,Credit Card,2022-07-17,Metrocity
Female,25,Cosmetics,4,162.64,Credit Card,2022-01-25,Forum Istanbul
Female,24,Cosmetics,3,121.98,Credit Card,2022-03-01,Kanyon
Female,23,Clothing,5,1500.4,Debit Card,2022-05-10,Kanyon
Female,22,Clothing,2,600.16,Cash,2022-07-01,Kanyon
Male,56,Cosmetics,5,203.3,Cash,2022-04-22,Istinye Park
Male,21,Clothing,3,900.24,Credit Card,2021-11-15,Kanyon
Female,51,Cosmetics,2,81.32,Cash,2022-04-13,Kanyon
Female,40,Shoes,3,1800.51,Debit Card,2021-04-08,Kanyon
Female,61,Cosmetics,4,162.64,Credit Card,2022-07-30,Metropol AVM
Female,53,Cosmetics,1,40.66,Cash,2021-05-19,Istinye Park
Female,27,Food & Beverage,4,20.92,Cash,2022-03-10,Viaport Outlet
Female,39,Clothing,3,900.24,Credit Card,2021-12-20,Zorlu Center
Female,23,Clothing,4,1200.32,Credit Card,2023-06-03,Metrocity
Male,31,Books,4,60.6,Cash,2022-09-26,Emaar Square Mall
Female,65,Cosmetics,4,162.64,Debit Card,2022-12-11,Mall of Istanbul
Male,62,Food & Beverage,2,10.46,Cash,2022-06-29,Viaport Outlet
Female,19,Clothing,4,1200.32,Credit Card,2022-08-04,Istinye Park
Female,42,Books,2,30.3,Cash,2022-06-12,Istinye Park
Female,63,Cosmetics,2,81.32,Credit Card,2022-06-21,Mall of Istanbul
Female,35,Cosmetics,3,121.98,Debit Card,2022-08-13,Metropol AVM
Female,58,Food & Beverage,4,20.92,Credit Card,2023-06-01,Metrocity
Male,36,Clothing,4,1200.32,Credit Card,2022-02-20,Metrocity
Male,37,Technology,2,2100.0,Cash,2021-11-30,Metropol AVM
Female,36,Cosmetics,2,81.32,Cash,2023-02-26,Cevahir AVM
Female,69,Clothing,5,1500.4,Credit Card,2021-08-13,Viaport Outlet
Male,24,Clothing,5,1500.4,Debit Card,2021-12-20,Metrocity
Female,43,Food & Beverage,4,20.92,Credit Card,2021-08-28,Mall of Istanbul
Male,64,Clothing,2,600.16,Debit Card,2021-09-11,Mall of Istanbul
Male,58,Cosmetics,2,81.32,Credit Card,2023-05-02,Forum Istanbul
Male,37,Cosmetics,5,203.3,Cash,2021-06-02,Mall of Istanbul
Male,35,Toys,2,71.68,Cash,2022-05-24,Mall of Istanbul
Male,32,Shoes,2,1200.34,Cash,2022-01-08,Istinye Park
Female,53,Toys,1,35.84,Cash,2022-10-29,Metrocity
Male,54,Clothing,2,600.16,Credit Card,2022-04-29,Mall of Istanbul
Female,58,Technology,4,4200.0,Cash,2021-09-11,Istinye Park
Female,29,Shoes,4,2400.68,Cash,2021-05-20,Kanyon
Female,55,Toys,2,71.68,Debit Card,2022-09-14,Forum Istanbul
Female,30,Clothing,5,1500.4,Debit Card,2021-09-14,Metropol AVM
Female,25,Shoes,1,600.17,Cash,2021-07-05,Mall of Istanbul
Female,41,Shoes,5,3000.85,Cash,2022-05-22,Kanyon
Male,36,Clothing,4,1200.32,Cash,2021-09-05,Istinye Park
Male,35,Cosmetics,1,40.66,Credit Card,2021-02-18,Metropol AVM
Male,41,Clothing,3,900.24,Credit Card,2023-01-28,Kanyon
Male,61,Clothing,2,600.16,Debit Card,2021-06-19,Zorlu Center
Female,31,Cosmetics,1,40.66,Credit Card,2022-05-31,Emaar Square Mall
Female,64,Clothing,3,900.24,Cash,2021-06-22,Metropol AVM
Female,23,Cosmetics,4,162.64,Credit Card,2021-03-11,Istinye Park
Female,47,Food & Beverage,3,15.69,Credit Card,2023-10-01,Istinye Park
Female,40,Cosmetics,2,81.32,Cash,2023-02-16,Mall of Istanbul
Male,46,Cosmetics,4,162.64,Credit Card,2021-05-20,Metrocity
Female,59,Clothing,3,900.24,Credit Card,2021-10-22,Kanyon
Female,64,Food & Beverage,3,15.69,Cash,2021-09-28,Mall of Istanbul
Female,50,Clothing,2,600.16,Credit Card,2021-11-14,Cevahir AVM
Female,49,Shoes,1,600.17,Credit Card,2021-10-07,Mall of Istanbul
Female,55,Souvenir,2,23.46,Debit Card,2022-01-29,Istinye Park
Female,26,Clothing,5,1500.4,Debit Card,2022-05-13,Mall of Istanbul
Female,65,Cosmetics,4,162.64,Credit Card,2021-08-30,Forum Istanbul
Female,55,Technology,1,1050.0,Debit Card,2022-11-21,Metrocity
Female,65,Technology,3,3150.0,Debit Card,2022-03-30,Emaar Square Mall
Male,57,Clothing,3,900.24,Debit Card,2023-07-01,Mall of Istanbul
Female,50,Clothing,3,900.24,Credit Card,2021-05-22,Metrocity
Female,23,Toys,2,71.68,Debit Card,2021-12-30,Kanyon
Female,26,Souvenir,3,35.19,Credit Card,2023-10-01,Mall of Istanbul
Female,48,Cosmetics,5,203.3,Cash,2023-08-01,Metrocity
Female,39,Toys,1,35.84,Debit Card,2022-11-02,Mall of Istanbul
Female,55,Clothing,2,600.16,Cash,2021-06-20,Mall of Istanbul
Female,22,Books,2,30.3,Cash,2021-08-09,Mall of Istanbul
Female,60,Technology,4,4200.0,Cash,2021-11-15,Kanyon
Female,49,Toys,5,179.2,Debit Card,2022-04-15,Metrocity
Female,68,Clothing,3,900.24,Debit Card,2021-08-07,Zorlu Center
Male,60,Food & Beverage,3,15.69,Cash,2021-09-23,Zorlu Center
Female,63,Clothing,5,1500.4,Credit Card,2022-06-15,Zorlu Center
Female,50,Clothing,4,1200.32,Debit Card,2021-07-16,Mall of Istanbul
Female,45,Clothing,4,1200.32,Debit Card,2022-10-30,Kanyon
Female,22,Cosmetics,4,162.64,Credit Card,2022-03-31,Mall of Istanbul
Female,36,Books,5,75.75,Cash,2021-03-16,Zorlu Center
Female,30,Clothing,3,900.24,Cash,2022-11-10,Mall of Istanbul
Female,44,Clothing,3,900.24,Cash,2022-05-14,Kanyon
Male,31,Books,5,75.75,Debit Card,2021-10-28,Emaar Square Mall
Male,41,Food & Beverage,5,26.15,Debit Card,2022-08-30,Mall of Istanbul
Female,53,Toys,5,179.2,Cash,2021-12-17,Istinye Park
Female,23,Technology,2,2100.0,Credit Card,2021-03-18,Metrocity
Male,65,Food & Beverage,3,15.69,Credit Card,2021-07-08,Mall of Istanbul
Male,19,Toys,3,107.52,Debit Card,2022-04-04,Kanyon
Female,68,Clothing,4,1200.32,Credit Card,2022-03-08,Kanyon
Female,30,Food & Beverage,5,26.15,Cash,2023-08-03,Mall of Istanbul
Male,58,Cosmetics,2,81.32,Cash,2022-11-26,Viaport Outlet
Female,63,Toys,1,35.84,Cash,2023-02-25,Mall of Istanbul
Male,38,Clothing,5,1500.4,Cash,2022-09-15,Metropol AVM
Female,60,Cosmetics,5,203.3,Cash,2022-07-10,Forum Istanbul
Male,65,Food & Beverage,2,10.46,Debit Card,2021-07-16,Forum Istanbul
Female,31,Books,4,60.6,Credit Card,2021-03-30,Emaar Square Mall
Female,38,Shoes,3,1800.51,Cash,2021-07-29,Cevahir AVM
Female,32,Food & Beverage,2,10.46,Cash,2021-02-27,Istinye Park
Male,48,Souvenir,1,11.73,Cash,2022-02-03,Forum Istanbul
Female,38,Food & Beverage,4,20.92,Credit Card,2021-10-14,Kanyon
Female,45,Toys,4,143.36,Credit Card,2021-07-16,Mall of Istanbul
Female,60,Clothing,1,300.08,Debit Card,2022-10-12,Metropol AVM
Male,54,Shoes,2,1200.34,Debit Card,2021-08-06,Metrocity
Female,60,Cosmetics,1,40.66,Cash,2022-02-18,Metropol AVM
Male,67,Clothing,1,300.08,Credit Card,2021-10-24,Viaport Outlet
Female,41,Souvenir,5,58.65,Cash,2021-06-03,Kanyon
Male,26,Shoes,2,1200.34,Cash,2022-02-12,Kanyon
Male,32,Clothing,5,1500.4,Cash,2022-10-03,Kanyon
Female,42,Clothing,1,300.08,Cash,2023-11-01,Mall of Istanbul
Male,66,Shoes,5,3000.85,Credit Card,2022-02-11,Metrocity
Male,33,Shoes,2,1200.34,Cash,2021-05-20,Mall of Istanbul
Female,59,Clothing,5,1500.4,Debit Card,2021-01-17,Cevahir AVM
Female,46,Clothing,5,1500.4,Cash,2021-04-10,Metrocity
Male,35,Shoes,3,1800.51,Credit Card,2022-02-13,Mall of Istanbul
Female,35,Clothing,5,1500.4,Credit Card,2023-01-29,Zorlu Center
Female,69,Souvenir,2,23.46,Credit Card,2021-04-22,Cevahir AVM
Male,45,Toys,4,143.36,Debit Card,2021-01-23,Metrocity
Male,68,Shoes,5,3000.85,Cash,2022-05-30,Metropol AVM
Male,66,Shoes,4,2400.68,Credit Card,2022-04-22,Kanyon
Male,50,Clothing,3,900.24,Credit Card,2021-08-26,Mall of Istanbul
Male,64,Cosmetics,1,40.66,Cash,2021-07-08,Forum Istanbul
Male,39,Food & Beverage,4,20.92,Debit Card,2022-06-05,Mall of Istanbul
Female,57,Clothing,2,600.16,Debit Card,2021-05-10,Emaar Square Mall
Male,30,Cosmetics,3,121.98,Debit Card,2022-05-30,Metropol AVM
Male,51,Clothing,1,300.08,Credit Card,2022-11-19,Kanyon
Male,34,Clothing,2,600.16,Cash,2021-02-05,Mall of Istanbul
Male,65,Clothing,3,900.24,Cash,2021-04-23,Metrocity
Female,62,Clothing,2,600.16,Cash,2022-09-26,Metrocity
Female,24,Clothing,2,600.16,Debit Card,2021-04-11,Mall of Istanbul
Male,24,Cosmetics,2,81.32,Cash,2023-02-24,Istinye Park
Female,26,Books,4,60.6,Cash,2022-11-29,Kanyon
Female,20,Cosmetics,3,121.98,Cash,2023-02-17,Kanyon
Female,57,Clothing,5,1500.4,Cash,2021-08-19,Istinye Park
Female,31,Shoes,4,2400.68,Credit Card,2021-07-05,Metrocity
Male,64,Technology,4,4200.0,Debit Card,2021-09-15,Cevahir AVM
Female,18,Food & Beverage,2,10.46,Credit Card,2022-03-21,Mall of Istanbul
Male,20,Food & Beverage,3,15.69,Cash,2022-10-20,Kanyon
Male,29,Shoes,3,1800.51,Credit Card,2022-01-01,Emaar Square Mall
Female,45,Books,3,45.45,Cash,2022-12-29,Kanyon
Female,58,Food & Beverage,5,26.15,Cash,2022-11-27,Zorlu Center
Female,30,Food & Beverage,4,20.92,Credit Card,2022-10-22,Metropol AVM
Female,44,Clothing,2,600.16,Cash,2021-01-06,Mall of Istanbul
Male,39,Clothing,3,900.24,Credit Card,2021-03-21,Istinye Park
Female,23,Toys,4,143.36,Cash,2022-01-23,Metropol AVM
Female,28,Shoes,2,1200.34,Cash,2021-12-04,Istinye Park
Female,40,Food & Beverage,1,5.23,Cash,2021-09-27,Kanyon
Female,62,Cosmetics,2,81.32,Credit Card,2022-12-27,Mall of Istanbul
Male,49,Clothing,2,600.16,Cash,2021-05-21,Metrocity
Female,42,Shoes,1,600.17,Cash,2022-03-21,Metropol AVM
Female,19,Cosmetics,5,203.3,Cash,2022-06-10,Metropol AVM
Female,61,Shoes,3,1800.51,Credit Card,2022-02-08,Kanyon
Female,38,Cosmetics,5,203.3,Debit Card,2022-05-06,Mall of Istanbul
Male,64,Toys,1,35.84,Credit Card,2022-04-17,Istinye Park
Male,44,Shoes,4,2400.68,Cash,2022-12-31,Metrocity
Female,46,Souvenir,3,35.19,Credit Card,2021-11-26,Metrocity
Female,30,Food & Beverage,5,26.15,Cash,2021-09-03,Emaar Square Mall
Female,62,Shoes,1,600.17,Cash,2021-01-21,Metrocity
Female,58,Souvenir,4,46.92,Credit Card,2021-02-17,Kanyon
Female,25,Clothing,4,1200.32,Cash,2022-11-24,Kanyon
Female,51,Cosmetics,5,203.3,Debit Card,2021-08-15,Forum Istanbul
Male,19,Cosmetics,3,121.98,Credit Card,2022-08-07,Emaar Square Mall
Female,61,Cosmetics,5,203.3,Debit Card,2021-11-27,Emaar Square Mall
Male,39,Books,1,15.15,Cash,2022-02-11,Kanyon
Male,64,Toys,5,179.2,Credit Card,2022-07-02,Forum Istanbul
Male,22,Cosmetics,4,162.64,Cash,2021-11-21,Metrocity
Female,49,Clothing,4,1200.32,Credit Card,2021-03-30,Mall of Istanbul
Female,51,Food & Beverage,5,26.15,Cash,2023-05-01,Kanyon
Female,31,Food & Beverage,1,5.23,Cash,2021-12-12,Istinye Park
Male,27,Clothing,4,1200.32,Credit Card,2022-11-04,Kanyon
Female,39,Shoes,4,2400.68,Credit Card,2021-11-18,Kanyon
Female,42,Technology,1,1050.0,Cash,2022-10-22,Metrocity
Female,45,Clothing,2,600.16,Cash,2021-01-01,Metrocity
Female,52,Cosmetics,4,162.64,Debit Card,2021-12-09,Viaport Outlet
Female,69,Cosmetics,1,40.66,Credit Card,2021-09-04,Zorlu Center
Male,63,Books,2,30.3,Cash,2022-06-08,Cevahir AVM
Female,58,Books,4,60.6,Credit Card,2021-05-09,Mall of Istanbul
Female,18,Clothing,4,1200.32,Credit Card,2022-04-26,Forum Istanbul
Female,37,Shoes,1,600.17,Cash,2021-01-09,Metropol AVM
