invoice_no,customer_id,gender,age,category,quantity,Price,payment_method,Datetime,shopping_mall
I529382,C238137,Male,38,Food & Beverage,2,10.46,Cash,2022-03-16,Mall of Istanbul
I238472,C299327,Female,34,Clothing,1,300.08,Cash,2021-11-17,Kanyon
I211424,C340163,Male,42,Clothing,3,900.24,Cash,2022-01-28,Metrocity
I836153,C343106,Female,40,Clothing,4,1200.32,Credit Card,2021-11-24,Kanyon
I228301,C652575,Female,54,Clothing,2,600.16,Debit Card,2021-02-25,Mall of Istanbul
I278745,C312037,Male,62,Clothing,5,1500.4,Cash,2021-01-18,Mall of Istanbul
I209648,C284871,Male,21,Souvenir,5,58.65,Cash,2021-03-30,Mall of Istanbul
I723997,C109182,Male,57,Toys,5,179.2,Credit Card,2023-02-18,Metrocity
I213361,C562410,Female,41,Books,2,30.3,Debit Card,2022-08-18,Istinye Park
I301057,C224532,Female,30,Books,3,45.45,Credit Card,2022-02-14,Metrocity
I134111,C227608,Male,59,Food & Beverage,2,10.46,Debit Card,2021-07-26,Kanyon
I313048,C665029,Male,18,Food & Beverage,2,10.46,Debit Card,2021-10-31,Metropol AVM
I207747,C730694,Female,21,Souvenir,1,11.73,Credit Card,2021-12-17,Istinye Park
I213136,C104847,Female,67,Toys,1,35.84,Debit Card,2022-08-28,Kanyon
I331718,C577764,Female,30,Clothing,5,1500.4,Credit Card,2021-03-17,Metrocity
I171319,C509738,Female,47,Cosmetics,5,203.3,Credit Card,2023-01-23,Zorlu Center
I312467,C685752,Female,47,Food & Beverage,4,20.92,Cash,2023-01-23,Metropol AVM
I340272,C141613,Female,62,Technology,3,3150.0,Debit Card,2021-06-14,Istinye Park
I311201,C128177,Male,61,Toys,3,107.52,Credit Card,2022-04-26,Mall of Istanbul
I903144,C236150,Male,42,Food & Beverage,4,20.92,Debit Card,2021-06-22,Kanyon
I156326,C133510,Male,63,Clothing,3,900.24,Cash,2021-08-24,Mall of Istanbul
I854893,C752851,Male,34,Shoes,4,2400.68,Cash,2022-01-27,Mall of Istanbul
I659377,C122925,Male,69,Shoes,1,600.17,Debit Card,2021-09-20,Forum Istanbul
I119660,C275710,Male,30,Clothing,3,900.24,Cash,2022-09-22,Mall of Istanbul
I174058,C309151,Female,22,Books,4,60.6,Credit Card,2021-07-15,Mall of Istanbul
I714041,C979559,Female,25,Shoes,3,1800.51,Credit Card,2022-04-15,Kanyon
I275595,C252945,Female,36,Cosmetics,5,203.3,Debit Card,2022-04-30,Mall of Istanbul
I209744,C251229,Male,29,Cosmetics,3,121.98,Credit Card,2021-04-29,Istinye Park
I102191,C211798,Male,31,Shoes,4,2400.68,Cash,2022-10-17,Kanyon
I283970,C158241,Male,57,Cosmetics,5,203.3,Cash,2021-04-14,Kanyon
I218348,C225592,Male,52,Books,2,30.3,Cash,2022-05-17,Mall of Istanbul
I298849,C305361,Female,41,Food & Beverage,5,26.15,Cash,2021-06-14,Emaar Square Mall
I246085,C475844,Female,37,Shoes,5,3000.85,Cash,2022-04-21,Istinye Park
I748155,C328299,Male,48,Technology,4,4200.0,Debit Card,2021-03-30,Istinye Park
I320172,C218784,Female,52,Clothing,5,1500.4,Debit Card,2021-07-23,Emaar Square Mall
I224648,C334127,Female,65,Clothing,5,1500.4,Credit Card,2021-09-20,Forum Istanbul
I477625,C164941,Male,60,Clothing,5,1500.4,Debit Card,2023-01-29,Mall of Istanbul
I326007,C339370,Female,45,Shoes,5,3000.85,Debit Card,2021-08-19,Cevahir AVM
I634944,C472183,Female,55,Clothing,3,900.24,Cash,2021-02-21,Kanyon
I207902,C298257,Female,31,Toys,1,35.84,Debit Card,2023-02-26,Emaar Square Mall
I313865,C301821,Female,46,Clothing,4,1200.32,Cash,2022-02-23,Cevahir AVM
I809673,C506591,Male,36,Clothing,4,1200.32,Debit Card,2021-07-25,Metropol AVM
I178144,C108324,Female,64,Clothing,1,300.08,Cash,2021-05-30,Cevahir AVM
I651154,C217565,Female,43,Books,3,45.45,Cash,2022-07-16,Forum Istanbul
I303719,C134690,Female,29,Technology,5,5250.0,Cash,2022-09-18,Cevahir AVM
I319359,C355531,Female,48,Souvenir,3,35.19,Debit Card,2021-04-21,Metropol AVM
I219797,C278287,Female,31,Clothing,3,900.24,Credit Card,2021-12-31,Kanyon
I200361,C281395,Male,52,Clothing,5,1500.4,Credit Card,2022-01-30,Mall of Istanbul
I151908,C179731,Female,32,Technology,2,2100.0,Cash,2021-08-28,Kanyon
I164708,C817124,Female,37,Cosmetics,4,162.64,Credit Card,2021-05-20,Cevahir AVM
I273327,C660918,Female,47,Food & Beverage,4,20.92,Cash,2021-11-29,Kanyon
I319139,C179480,Male,28,Clothing,5,1500.4,Credit Card,2021-11-27,Kanyon
I553350,C152822,Male,40,Cosmetics,1,40.66,Cash,2022-07-23,Istinye Park
I300391,C143516,Female,40,Shoes,3,1800.51,Cash,2023-02-25,Emaar Square Mall
I114475,C279270,Female,22,Shoes,1,600.17,Cash,2022-07-20,Zorlu Center
I805620,C122823,Female,59,Clothing,1,300.08,Debit Card,2022-06-25,Mall of Istanbul
I573516,C199682,Male,68,Clothing,3,900.24,Credit Card,2022-12-29,Kanyon
I244120,C326210,Female,22,Clothing,3,900.24,Cash,2023-02-20,Zorlu Center
I319890,C135212,Female,28,Food & Beverage,5,26.15,Cash,2022-10-16,Zorlu Center
I129334,C216374,Male,61,Shoes,1,600.17,Cash,2022-10-13,Istinye Park
I209733,C222217,Female,40,Clothing,2,600.16,Debit Card,2021-07-22,Kanyon
I214244,C227744,Male,56,Cosmetics,2,81.32,Credit Card,2022-06-25,Kanyon
I236147,C258718,Male,54,Shoes,1,600.17,Cash,2022-04-23,Kanyon
I322378,C119266,Male,48,Clothing,4,1200.32,Cash,2022-10-14,Zorlu Center
I128830,C958339,Male,34,Cosmetics,5,203.3,Debit Card,2022-01-15,Emaar Square Mall
I140264,C296678,Female,63,Technology,2,2100.0,Cash,2021-01-16,Kanyon
I976938,C171351,Female,30,Food & Beverage,4,20.92,Cash,2021-10-23,Metrocity
I142888,C274840,Female,63,Food & Beverage,3,15.69,Cash,2022-05-18,Emaar Square Mall
I674192,C184949,Male,28,Souvenir,2,23.46,Credit Card,2022-12-31,Metrocity
I240468,C313915,Male,51,Food & Beverage,1,5.23,Credit Card,2021-02-14,Metrocity
I244488,C794750,Male,29,Technology,4,4200.0,Cash,2021-05-23,Viaport Outlet
I333747,C989203,Female,45,Toys,5,179.2,Cash,2022-07-16,Zorlu Center
I308420,C210995,Male,50,Toys,4,143.36,Cash,2021-07-21,Mall of Istanbul
I148741,C144464,Female,21,Clothing,3,900.24,Cash,2022-10-31,Kanyon
I127965,C226849,Male,58,Toys,4,143.36,Cash,2022-12-25,Viaport Outlet
I180470,C335650,Female,28,Shoes,3,1800.51,Debit Card,2021-05-24,Metropol AVM
I148120,C141610,Female,42,Toys,4,143.36,Credit Card,2022-11-18,Mall of Istanbul
I639258,C113518,Female,41,Food & Beverage,1,5.23,Credit Card,2023-01-19,Metrocity
I261969,C852038,Female,41,Books,4,60.6,Cash,2022-09-21,Metropol AVM
I555967,C333104,Female,42,Shoes,4,2400.68,Debit Card,2022-01-31,Mall of Istanbul
I238849,C180289,Male,40,Food & Beverage,2,10.46,Credit Card,2021-06-19,Zorlu Center
I165096,C407786,Female,18,Shoes,5,3000.85,Debit Card,2023-02-19,Mall of Istanbul
I209236,C714332,Female,58,Food & Beverage,3,15.69,Credit Card,2023-02-15,Zorlu Center
I190738,C303797,Female,50,Souvenir,1,11.73,Cash,2021-10-31,Mall of Istanbul
I685645,C313157,Male,49,Clothing,1,300.08,Cash,2022-01-29,Kanyon
I291153,C886593,Female,28,Clothing,5,1500.4,Debit Card,2021-07-23,Mall of Istanbul
I217303,C313353,Male,25,Toys,1,35.84,Cash,2021-07-27,Kanyon
I334976,C332644,Male,26,Toys,2,71.68,Credit Card,2021-01-15,Mall of Istanbul
I238441,C258007,Male,28,Clothing,3,900.24,Credit Card,2022-10-19,Kanyon
I157589,C200595,Female,69,Toys,2,71.68,Cash,2022-11-16,Kanyon
I131085,C319270,Male,66,Souvenir,4,46.92,Credit Card,2021-12-23,Zorlu Center
I898668,C619172,Male,41,Shoes,4,2400.68,Debit Card,2021-12-31,Istinye Park
I259435,C213923,Male,18,Clothing,5,1500.4,Credit Card,2021-02-20,Viaport Outlet
I470000,C954083,Female,43,Cosmetics,1,40.66,Debit Card,2021-12-20,Cevahir AVM
I235448,C384180,Male,30,Toys,1,35.84,Cash,2021-01-27,Kanyon
I103506,C172937,Female,28,Food & Beverage,1,5.23,Cash,2021-09-18,Mall of Istanbul
I198473,C947353,Female,61,Shoes,1,600.17,Debit Card,2022-11-21,Mall of Istanbul
I680868,C150572,Female,19,Clothing,5,1500.4,Credit Card,2022-11-20,Metropol AVM
I317813,C259031,Male,24,Clothing,5,1500.4,Credit Card,2023-02-14,Zorlu Center
I152239,C396873,Female,69,Toys,3,107.52,Credit Card,2021-09-16,Metropol AVM
I214757,C596385,Female,52,Shoes,2,1200.34,Cash,2021-02-23,Viaport Outlet
I115033,C193527,Male,24,Cosmetics,2,81.32,Credit Card,2021-03-23,Metrocity
I173262,C128078,Male,59,Souvenir,1,11.73,Cash,2022-11-17,Viaport Outlet
I848594,C243464,Male,48,Clothing,1,300.08,Credit Card,2021-09-21,Kanyon
I271481,C375024,Female,56,Shoes,3,1800.51,Cash,2023-02-21,Cevahir AVM
I590021,C237587,Female,23,Clothing,5,1500.4,Credit Card,2022-01-25,Emaar Square Mall
I192211,C155807,Male,37,Food & Beverage,1,5.23,Credit Card,2021-09-23,Emaar Square Mall
I139103,C128226,Female,60,Shoes,3,1800.51,Credit Card,2022-03-23,Cevahir AVM
I221597,C585807,Male,36,Toys,1,35.84,Cash,2021-11-19,Forum Istanbul
I170774,C120980,Female,31,Toys,3,107.52,Credit Card,2023-02-26,Mall of Istanbul
I276383,C328708,Male,40,Shoes,3,1800.51,Credit Card,2023-02-15,Mall of Istanbul
I175369,C299361,Male,37,Clothing,4,1200.32,Credit Card,2021-08-19,Kanyon
I842325,C208405,Male,26,Toys,2,71.68,Cash,2021-08-22,Mall of Istanbul
I865912,C136533,Female,49,Books,3,45.45,Cash,2021-07-26,Zorlu Center
I189898,C155526,Female,55,Technology,5,5250.0,Credit Card,2021-06-30,Kanyon
I145795,C194297,Female,37,Cosmetics,4,162.64,Cash,2021-09-13,Forum Istanbul
I333877,C227842,Female,40,Souvenir,5,58.65,Debit Card,2022-10-14,Metrocity
I595597,C178123,Female,48,Clothing,2,600.16,Debit Card,2022-07-31,Metrocity
I276581,C194674,Female,47,Cosmetics,1,40.66,Credit Card,2021-11-14,Istinye Park
I153267,C320912,Female,57,Food & Beverage,4,20.92,Credit Card,2022-09-29,Kanyon
I303361,C219742,Female,60,Shoes,5,3000.85,Credit Card,2021-02-25,Mall of Istanbul
I226332,C148173,Female,68,Cosmetics,4,162.64,Debit Card,2021-01-18,Cevahir AVM
I293412,C182854,Female,35,Toys,5,179.2,Credit Card,2022-03-16,Forum Istanbul
I234368,C540700,Female,45,Clothing,1,300.08,Credit Card,2021-01-29,Mall of Istanbul
I298587,C747717,Female,41,Clothing,3,900.24,Credit Card,2022-02-27,Kanyon
I518491,C333169,Male,65,Shoes,4,2400.68,Debit Card,2021-03-30,Forum Istanbul
I162072,C103500,Male,40,Shoes,3,1800.51,Debit Card,2021-02-25,Istinye Park
I253708,C688136,Female,32,Books,2,30.3,Credit Card,2021-07-31,Zorlu Center
I271247,C712790,Female,52,Shoes,4,2400.68,Cash,2021-10-29,Kanyon
I220321,C597331,Female,58,Clothing,5,1500.4,Cash,2022-08-22,Kanyon
I146030,C179934,Male,63,Clothing,4,1200.32,Credit Card,2022-03-14,Zorlu Center
I118871,C283741,Female,50,Food & Beverage,3,15.69,Debit Card,2021-03-19,Istinye Park
I118907,C324315,Male,29,Technology,3,3150.0,Credit Card,2021-11-21,Viaport Outlet
I684649,C171960,Female,30,Clothing,5,1500.4,Cash,2023-02-28,Mall of Istanbul
I128531,C147059,Female,50,Clothing,1,300.08,Debit Card,2021-11-27,Istinye Park
I312409,C947990,Female,56,Food & Beverage,3,15.69,Credit Card,2022-05-20,Istinye Park
I538956,C732180,Male,48,Books,5,75.75,Cash,2022-10-31,Kanyon
I130770,C254208,Female,26,Shoes,3,1800.51,Debit Card,2022-01-25,Zorlu Center
I155123,C993732,Female,45,Souvenir,3,35.19,Cash,2021-04-29,Metrocity
I403056,C122215,Female,38,Clothing,2,600.16,Debit Card,2022-06-21,Mall of Istanbul
I360285,C291514,Female,31,Souvenir,5,58.65,Cash,2022-11-13,Emaar Square Mall
I103787,C334327,Female,28,Food & Beverage,2,10.46,Cash,2022-03-29,Istinye Park
I934014,C271259,Male,23,Shoes,1,600.17,Cash,2021-10-15,Metrocity
I127179,C149653,Male,66,Cosmetics,3,121.98,Credit Card,2022-12-28,Metropol AVM
I331567,C249207,Male,30,Shoes,3,1800.51,Cash,2022-04-15,Mall of Istanbul
I122135,C250953,Female,65,Shoes,2,1200.34,Cash,2021-12-13,Forum Istanbul
I768500,C209432,Male,67,Food & Beverage,2,10.46,Debit Card,2021-09-17,Emaar Square Mall
I161799,C179084,Female,33,Technology,1,1050.0,Cash,2022-12-22,Viaport Outlet
I168770,C811700,Female,56,Cosmetics,4,162.64,Debit Card,2021-01-15,Emaar Square Mall
I261013,C260696,Female,54,Cosmetics,1,40.66,Cash,2021-10-16,Metrocity
I115686,C963561,Female,63,Food & Beverage,5,26.15,Cash,2021-01-19,Kanyon
I319995,C888269,Female,59,Shoes,1,600.17,Debit Card,2022-06-19,Mall of Istanbul
I175138,C670508,Male,51,Shoes,2,1200.34,Cash,2022-06-21,Mall of Istanbul
I915607,C211793,Male,51,Food & Beverage,3,15.69,Cash,2021-07-30,Metrocity
I292072,C400203,Female,26,Cosmetics,5,203.3,Credit Card,2021-10-27,Metrocity
I284318,C326506,Male,50,Books,3,45.45,Debit Card,2022-03-15,Kanyon
I406748,C124239,Male,57,Clothing,5,1500.4,Credit Card,2021-10-25,Metrocity
I686459,C147033,Female,29,Clothing,4,1200.32,Cash,2021-08-13,Metrocity
I791887,C309980,Female,18,Technology,3,3150.0,Cash,2022-01-22,Mall of Istanbul
I109078,C135921,Male,47,Shoes,2,1200.34,Credit Card,2022-08-27,Mall of Istanbul
I162087,C287198,Male,59,Clothing,3,900.24,Credit Card,2022-03-13,Mall of Istanbul
I245261,C286954,Female,33,Clothing,1,300.08,Credit Card,2022-07-17,Metrocity
I308087,C304378,Male,38,Clothing,3,900.24,Debit Card,2021-05-28,Istinye Park
I167925,C101594,Male,67,Food & Beverage,2,10.46,Cash,2021-09-17,Mall of Istanbul
I164856,C337885,Male,53,Shoes,2,1200.34,Cash,2021-12-13,Metropol AVM
I631562,C121637,Female,49,Clothing,2,600.16,Cash,2021-08-16,Viaport Outlet
I570515,C307964,Female,22,Cosmetics,1,40.66,Credit Card,2022-04-20,Zorlu Center
I214182,C328981,Female,28,Books,5,75.75,Credit Card,2022-10-14,Metrocity
I116645,C179496,Male,37,Clothing,5,1500.4,Credit Card,2022-06-25,Mall of Istanbul
I156774,C105730,Male,28,Clothing,5,1500.4,Credit Card,2021-09-21,Viaport Outlet
I234039,C241907,Female,21,Clothing,4,1200.32,Cash,2022-06-24,Kanyon
I118322,C195364,Male,23,Clothing,1,300.08,Debit Card,2022-11-27,Mall of Istanbul
I533981,C224197,Female,65,Clothing,5,1500.4,Cash,2022-08-13,Metrocity
I172952,C256590,Male,63,Cosmetics,4,162.64,Credit Card,2023-01-15,Kanyon
I187750,C267675,Female,28,Clothing,5,1500.4,Cash,2021-03-26,Metrocity
I122933,C212898,Female,68,Toys,2,71.68,Credit Card,2021-05-14,Metrocity
I119611,C152720,Male,56,Clothing,4,1200.32,Cash,2022-08-25,Kanyon
I275256,C244649,Male,53,Food & Beverage,2,10.46,Cash,2021-10-30,Viaport Outlet
I335129,C781938,Male,59,Technology,4,4200.0,Cash,2023-02-24,Kanyon
I290210,C272871,Female,67,Clothing,4,1200.32,Cash,2022-07-25,Mall of Istanbul
I163139,C230956,Female,50,Toys,1,35.84,Debit Card,2022-04-27,Kanyon
I177709,C251292,Female,18,Food & Beverage,3,15.69,Debit Card,2021-07-20,Cevahir AVM
I753412,C205881,Female,51,Clothing,4,1200.32,Cash,2022-10-24,Metropol AVM
I162510,C125342,Male,63,Souvenir,5,58.65,Cash,2021-02-26,Mall of Istanbul
I152618,C509643,Female,41,Technology,4,4200.0,Debit Card,2021-07-15,Emaar Square Mall
I100321,C113910,Female,59,Toys,2,71.68,Credit Card,2022-05-23,Forum Istanbul
I268256,C339026,Female,24,Clothing,5,1500.4,Cash,2022-01-30,Kanyon
I170927,C249994,Female,37,Cosmetics,3,121.98,Credit Card,2022-09-22,Metrocity
I167779,C680869,Female,63,Souvenir,5,58.65,Debit Card,2021-05-22,Kanyon
I193724,C517780,Female,30,Toys,4,143.36,Debit Card,2023-02-22,Emaar Square Mall
I702741,C969322,Female,50,Cosmetics,4,162.64,Credit Card,2021-02-20,Kanyon
I304904,C191121,Female,31,Toys,4,143.36,Credit Card,2022-07-15,Kanyon
I114362,C138847,Female,64,Cosmetics,4,162.64,Cash,2022-12-31,Mall of Istanbul
I260295,C323715,Male,53,Food & Beverage,5,26.15,Credit Card,2023-02-21,Istinye Park
I239696,C407849,Female,30,Shoes,3,1800.51,Cash,2022-05-17,Metropol AVM
I780560,C604007,Female,33,Clothing,3,900.24,Cash,2022-04-30,Metropol AVM
I174084,C255404,Male,46,Cosmetics,5,203.3,Cash,2022-06-22,Metropol AVM
I302345,C200388,Male,39,Food & Beverage,1,5.23,Credit Card,2022-01-14,Kanyon
I629649,C225911,Female,57,Clothing,4,1200.32,Credit Card,2022-03-17,Metropol AVM
I226076,C184247,Female,54,Clothing,4,1200.32,Credit Card,2021-10-24,Metrocity
I335291,C593920,Female,61,Cosmetics,3,121.98,Debit Card,2022-10-25,Metropol AVM
I214063,C255453,Female,62,Toys,1,35.84,Debit Card,2021-02-24,Zorlu Center
I271744,C325731,Female,65,Food & Beverage,5,26.15,Credit Card,2022-12-30,Viaport Outlet
I167125,C220808,Male,63,Books,4,60.6,Credit Card,2022-10-13,Mall of Istanbul
I682672,C201748,Female,39,Clothing,3,900.24,Credit Card,2022-11-18,Emaar Square Mall
I243480,C159015,Female,61,Cosmetics,1,40.66,Debit Card,2022-12-22,Istinye Park
I147713,C304288,Female,52,Clothing,2,600.16,Cash,2022-03-26,Cevahir AVM
I254155,C154028,Male,19,Clothing,1,300.08,Cash,2023-02-25,Mall of Istanbul
I668712,C871925,Male,25,Clothing,1,300.08,Credit Card,2021-12-31,Istinye Park
I856336,C200896,Male,44,Clothing,1,300.08,Cash,2022-08-31,Cevahir AVM
I164159,C339982,Female,42,Books,1,15.15,Cash,2021-03-18,Forum Istanbul
I836674,C110148,Female,47,Clothing,4,1200.32,Credit Card,2021-05-31,Istinye Park
I258742,C526171,Female,30,Clothing,5,1500.4,Cash,2021-07-13,Kanyon
I231228,C278090,Female,58,Technology,4,4200.0,Debit Card,2022-11-22,Istinye Park
I234952,C998781,Female,58,Technology,5,5250.0,Credit Card,2023-01-30,Metrocity
I209934,C332236,Female,47,Souvenir,3,35.19,Debit Card,2021-05-15,Cevahir AVM
I857249,C321003,Male,68,Food & Beverage,4,20.92,Cash,2022-12-28,Metropol AVM
I387978,C309111,Female,20,Cosmetics,3,121.98,Cash,2021-10-16,Viaport Outlet
I291068,C324955,Female,63,Cosmetics,3,121.98,Cash,2021-03-13,Kanyon
I209941,C259416,Male,18,Clothing,2,600.16,Cash,2022-08-29,Viaport Outlet
I200760,C885753,Female,21,Books,5,75.75,Cash,2021-08-29,Kanyon
I949512,C217355,Female,47,Clothing,2,600.16,Credit Card,2021-02-21,Metrocity
I957584,C362718,Female,56,Clothing,3,900.24,Cash,2021-03-18,Mall of Istanbul
I440700,C233201,Female,44,Souvenir,1,11.73,Credit Card,2022-02-21,Istinye Park
I294313,C947620,Female,67,Toys,1,35.84,Cash,2021-02-28,Zorlu Center
I295552,C250628,Male,67,Clothing,5,1500.4,Cash,2021-07-21,Emaar Square Mall
I162247,C275022,Female,42,Souvenir,4,46.92,Credit Card,2022-11-15,Kanyon
I103520,C319047,Male,38,Toys,1,35.84,Cash,2021-12-30,Viaport Outlet
I307648,C410605,Female,24,Clothing,5,1500.4,Credit Card,2021-05-26,Forum Istanbul
I183980,C156715,Female,66,Food & Beverage,1,5.23,Credit Card,2023-01-18,Viaport Outlet
I255741,C468831,Female,26,Clothing,4,1200.32,Cash,2022-08-26,Metrocity
I114195,C237229,Male,55,Clothing,2,600.16,Debit Card,2023-01-29,Istinye Park
I238883,C134119,Female,21,Clothing,4,1200.32,Credit Card,2022-08-23,Kanyon
I351194,C229935,Female,55,Books,3,45.45,Cash,2022-03-16,Mall of Istanbul
I161455,C255690,Male,26,Food & Beverage,1,5.23,Cash,2021-01-28,Kanyon
I222072,C242826,Female,35,Toys,4,143.36,Debit Card,2022-08-29,Metrocity
I108978,C162928,Female,69,Cosmetics,2,81.32,Cash,2021-09-29,Metrocity
I231579,C153605,Female,53,Cosmetics,5,203.3,Debit Card,2023-02-15,Metrocity
I176724,C183793,Female,62,Cosmetics,1,40.66,Debit Card,2022-11-14,Istinye Park
I141254,C112167,Male,54,Toys,5,179.2,Credit Card,2022-01-27,Mall of Istanbul
I190436,C287469,Female,40,Toys,1,35.84,Debit Card,2021-12-29,Viaport Outlet
I441569,C107302,Female,69,Food & Beverage,5,26.15,Debit Card,2022-12-19,Kanyon
I490008,C123215,Female,52,Clothing,5,1500.4,Debit Card,2022-12-22,Mall of Istanbul
I304847,C188448,Male,18,Clothing,1,300.08,Debit Card,2021-12-25,Kanyon
I632057,C221241,Female,35,Food & Beverage,4,20.92,Cash,2023-01-24,Mall of Istanbul
I564439,C218188,Male,35,Clothing,4,1200.32,Credit Card,2021-09-25,Forum Istanbul
I255070,C155723,Male,44,Shoes,4,2400.68,Credit Card,2021-06-17,Kanyon
I140835,C244296,Female,49,Clothing,5,1500.4,Credit Card,2021-05-30,Kanyon
I249846,C832010,Female,59,Food & Beverage,2,10.46,Debit Card,2023-02-17,Kanyon
I389133,C318507,Female,49,Cosmetics,3,121.98,Cash,2022-01-19,Metrocity
I155364,C743042,Female,49,Food & Beverage,5,26.15,Credit Card,2021-01-21,Mall of Istanbul
I220944,C113195,Female,46,Food & Beverage,2,10.46,Cash,2021-06-16,Cevahir AVM
I643401,C108266,Male,35,Cosmetics,3,121.98,Debit Card,2022-06-17,Zorlu Center
I118534,C200254,Female,32,Shoes,2,1200.34,Credit Card,2022-03-25,Metropol AVM
I187747,C285280,Male,67,Clothing,4,1200.32,Credit Card,2023-02-16,Kanyon
I153233,C109654,Female,49,Clothing,4,1200.32,Credit Card,2021-04-25,Cevahir AVM
I125555,C244150,Female,40,Food & Beverage,4,20.92,Credit Card,2021-12-20,Cevahir AVM
I776338,C685951,Male,52,Cosmetics,2,81.32,Credit Card,2022-06-28,Metrocity
I234730,C871854,Female,53,Souvenir,3,35.19,Debit Card,2022-08-17,Mall of Istanbul
I110562,C243190,Male,46,Clothing,1,300.08,Debit Card,2021-07-21,Mall of Istanbul
I155043,C246619,Male,66,Food & Beverage,4,20.92,Credit Card,2021-08-29,Metropol AVM
I239703,C109489,Male,23,Food & Beverage,3,15.69,Credit Card,2023-01-17,Kanyon
I254872,C322301,Female,69,Books,4,60.6,Credit Card,2022-08-18,Mall of Istanbul
I338724,C592661,Male,69,Books,4,60.6,Debit Card,2021-01-29,Metrocity
I129783,C121488,Female,65,Cosmetics,1,40.66,Debit Card,2023-02-25,Metrocity
I187700,C557085,Female,38,Clothing,2,600.16,Credit Card,2021-05-17,Mall of Istanbul
I226554,C317073,Female,67,Toys,3,107.52,Debit Card,2021-02-21,Mall of Istanbul
I239434,C306128,Female,22,Clothing,4,1200.32,Cash,2022-05-18,Istinye Park
I244336,C298372,Male,23,Clothing,3,900.24,Debit Card,2021-10-22,Metrocity
I133644,C312946,Female,25,Technology,4,4200.0,Credit Card,2021-01-20,Metropol AVM
I189882,C143839,Female,33,Shoes,5,3000.85,Cash,2021-02-14,Mall of Istanbul
I726807,C219299,Female,26,Clothing,4,1200.32,Credit Card,2022-12-30,Viaport Outlet
I188608,C249057,Female,65,Clothing,5,1500.4,Cash,2022-05-18,Mall of Istanbul
I508087,C251201,Female,46,Clothing,5,1500.4,Credit Card,2021-09-30,Kanyon
I338991,C255676,Female,20,Clothing,4,1200.32,Credit Card,2023-01-18,Emaar Square Mall
I284830,C752653,Female,23,Clothing,4,1200.32,Credit Card,2022-06-29,Metrocity
I261694,C165822,Male,65,Toys,5,179.2,Credit Card,2022-12-24,Mall of Istanbul
I161510,C227549,Female,57,Food & Beverage,5,26.15,Debit Card,2023-02-14,Metrocity
I340139,C871367,Female,56,Cosmetics,1,40.66,Cash,2022-10-26,Istinye Park
I292224,C889801,Female,55,Clothing,4,1200.32,Credit Card,2021-04-29,Forum Istanbul
I172123,C309781,Female,40,Shoes,3,1800.51,Cash,2022-10-28,Viaport Outlet
I317645,C817423,Female,35,Clothing,2,600.16,Cash,2021-06-23,Forum Istanbul
I988395,C100579,Female,28,Cosmetics,3,121.98,Cash,2022-09-23,Viaport Outlet
I129088,C994361,Male,19,Clothing,5,1500.4,Cash,2022-06-16,Metrocity
I499883,C216591,Female,20,Shoes,1,600.17,Debit Card,2021-07-20,Cevahir AVM
I728647,C217312,Male,64,Souvenir,5,58.65,Cash,2022-07-15,Emaar Square Mall
I922678,C168928,Male,47,Books,5,75.75,Cash,2022-12-19,Kanyon
I930561,C938692,Male,20,Clothing,3,900.24,Credit Card,2022-09-25,Metropol AVM
I667649,C781099,Male,50,Food & Beverage,1,5.23,Cash,2021-08-29,Metropol AVM
I123460,C230928,Male,68,Shoes,5,3000.85,Cash,2022-10-29,Mall of Istanbul
I322048,C117118,Female,23,Technology,3,3150.0,Credit Card,2021-01-25,Mall of Istanbul
I212736,C427479,Female,64,Food & Beverage,2,10.46,Credit Card,2021-09-14,Metrocity
I195891,C240023,Female,32,Clothing,3,900.24,Credit Card,2021-06-22,Emaar Square Mall
I204348,C173694,Female,44,Clothing,1,300.08,Cash,2022-10-19,Metropol AVM
I279538,C265704,Male,67,Clothing,2,600.16,Debit Card,2023-01-26,Metrocity
I420763,C310066,Female,25,Clothing,4,1200.32,Credit Card,2022-01-19,Metropol AVM
I176108,C141374,Male,46,Clothing,2,600.16,Cash,2023-01-25,Mall of Istanbul
I221699,C788087,Female,59,Clothing,3,900.24,Debit Card,2021-04-15,Mall of Istanbul
I726225,C318271,Female,60,Clothing,1,300.08,Cash,2021-07-25,Mall of Istanbul
I372578,C115123,Female,63,Clothing,2,600.16,Credit Card,2022-12-15,Mall of Istanbul
I264025,C199751,Male,66,Shoes,5,3000.85,Debit Card,2022-02-17,Mall of Istanbul
I859488,C165680,Female,26,Clothing,2,600.16,Debit Card,2021-01-21,Cevahir AVM
I277374,C244427,Female,18,Cosmetics,4,162.64,Cash,2023-01-21,Mall of Istanbul
I190787,C497322,Male,27,Clothing,4,1200.32,Cash,2021-03-14,Kanyon
I648274,C167935,Female,61,Cosmetics,1,40.66,Credit Card,2022-11-27,Forum Istanbul
I125093,C273108,Male,22,Clothing,1,300.08,Cash,2021-10-20,Metrocity
I985115,C201735,Male,22,Cosmetics,5,203.3,Debit Card,2021-05-14,Metrocity
I767883,C630971,Female,18,Clothing,3,900.24,Credit Card,2021-12-15,Metrocity
I141450,C151734,Female,37,Toys,1,35.84,Credit Card,2021-04-26,Istinye Park
I598662,C630634,Female,22,Food & Beverage,2,10.46,Cash,2021-07-14,Istinye Park
